"","prob.vec","unique.vec"
"1",0.497849066135636,71
"2",0.0234095499025324,21
"3",0.00121173518218312,81
"4",0.00314234360485167,22
"5",0.00338943155404581,82
"6",0,52
"7",0.0012750207750193,90
"8",0.457859764613303,95
"9",0.0116059802895338,11
"10",0.000214705833461265,23
"11",0,24
"12",0,31
"13",0,42
"14",0,43
"15",4.2402109433545e-05,41
