"","x"
"1",61.1833333333333
"2",29.1166666666667
"3",29.6833333333333
"4",30.1833333333333
"5",30
"6",29.75
"7",19.75
"8",491.8
"9",29.3333333333333
"10",30.5
"11",29.85
"12",29.6666666666667
"13",30.35
"14",29.6666666666667
"15",30.0666666666667
"16",30.4
"17",30
"18",29.55
"19",29.9833333333333
"20",31.2333333333333
"21",28.8
"22",29.95
"23",30.05
"24",30.3
"25",30.4
"26",29.6
"27",29.6166666666667
"28",30.0333333333333
"29",30.0666666666667
"30",407.416666666667
"31",30
"32",373.133333333333
"33",29.3666666666667
"34",29.5333333333333
"35",30.2166666666667
"36",30.25
"37",29.55
"38",30.1166666666667
"39",30.5
"40",29.3333333333333
"41",30.1
"42",30.2666666666667
"43",29.7166666666667
"44",31.3
"45",28.9833333333333
"46",29.8333333333333
"47",30.5833333333333
"48",29.2833333333333
"49",30.4333333333333
"50",29.6166666666667
"51",29.9833333333333
"52",30.5666666666667
"53",30
"54",29.3833333333333
"55",30.0166666666667
"56",30.0333333333333
"57",30.2666666666667
"58",29.7166666666667
"59",30.0333333333333
"60",30.3833333333333
"61",29.6
"62",30.0833333333333
"63",30.5833333333333
"64",19.4
"65",490.333333333333
"66",29.2666666666667
"67",29.9833333333333
"68",30.25
"69",30
"70",29.9333333333333
"71",30.4333333333333
"72",29.55
"73",30.2
"74",29.8833333333333
"75",29.75
"76",30.5166666666667
"77",29.7333333333333
"78",29.7833333333333
"79",29.9666666666667
"80",30.5166666666667
"81",30.2333333333333
"82",29.2833333333333
"83",30.0666666666667
"84",30.4333333333333
"85",29.5666666666667
"86",30.15
"87",29.9333333333333
"88",30.5666666666667
"89",29.3166666666667
"90",30.6833333333333
"91",29.2833333333333
"92",29.9833333333333
"93",30.4833333333333
"94",29.55
"95",30.0166666666667
"96",30.45
"97",20.6
"98",489.5
"99",29.3
"100",29.9833333333333
"101",30.35
"102",29.6333333333333
"103",30.0166666666667
"104",30.2166666666667
"105",31
"106",29.0333333333333
"107",30.0666666666667
"108",29.6666666666667
"109",30.2666666666667
"110",30.4666666666667
"111",29.2666666666667
"112",29.95
"113",30.0166666666667
"114",30.4
"115",29.6333333333333
"116",30.15
"117",31.1666666666667
"118",29.05
"119",29.65
"120",30.7166666666667
"121",30.5833333333333
"122",30
"123",29.4166666666667
"124",29.6333333333333
"125",29.9666666666667
"126",30.9833333333333
"127",30
"128",28.7333333333333
"129",30.1333333333333
"130",22.0333333333333
"131",488.15
"132",29.4666666666667
"133",30
"134",30.3666666666667
"135",29.5
"136",29.9833333333333
"137",30.65
"138",29.6166666666667
"139",30.35
"140",29.3833333333333
"141",30.0333333333333
"142",31.2833333333333
"143",29.2333333333333
"144",29.4166666666667
"145",30.0166666666667
"146",30.0166666666667
"147",30.5333333333333
"148",29.5
"149",31.2833333333333
"150",30
"151",28.8666666666667
"152",30.3666666666667
"153",30
"154",29.4666666666667
"155",30.1666666666667
"156",30.3666666666667
"157",29.5
"158",30.0333333333333
