"","x","y","nlcd_extract_40"
"1",353867.2763,4727905.591,52
"2",353871.5294,4727912.944,52
"3",353872.5703,4727896.258,52
"4",353872.7274,4727903.698,52
"5",353876.7437,4727899.836,52
"6",353875.1166,4727888.761,52
"7",353873.9231,4727894.341,52
"8",353874.0028,4727898.116,52
"9",353875.3511,4727899.865,52
"10",353875.548,4727909.193,52
"11",353879.4471,4727899.779,52
"12",353872.5703,4727896.258,52
"13",353877.0579,4727914.716,52
"14",353866.887,4727887.157,52
"15",353868.5915,4727901.897,52
"16",353868.5517,4727900.009,52
"17",353799.6683,4727808.921,52
"18",353870.1413,4727909.307,52
"19",353871.452,4727909.28,52
"20",353865.928,4727903.842,52
"21",353863.1029,4727902.013,52
"22",353859.0842,4727905.764,52
"23",353843.7808,4727891.311,52
"24",353839.7622,4727895.062,52
"25",353868.6314,4727903.785,52
"26",353855.1453,4727913.29,52
"27",353878.8092,4727803.583,52
"28",353867.356,4727909.366,52
"29",353870.1014,4727907.42,52
"30",353853.912,4727916.983,52
"31",353868.6689,4727905.561,52
"32",353872.9994,4727916.579,52
"33",353866.0453,4727909.394,52
"34",353860.3596,4727900.182,52
"35",353874.4319,4727918.438,52
"36",353863.063,4727900.125,52
