"","prob.vec","unique.vec"
"1",0.245327740284132,82
"2",0.025938897465556,81
"3",0.00836018627511046,22
"4",0.0676030390672726,21
"5",0.112710927472155,95
"6",0.538604079671451,71
"7",6.22465023656335e-06,23
"8",1.03321679141249e-07,31
"9",0.00128759633339362,11
"10",0,52
"11",0.000130401033816359,90
"12",2.04426573404896e-08,24
"13",3.0781555132476e-05,41
"14",2.42740674733061e-09,42
"15",0,43
