"","cum.prob","unique.vec"
"1",0.00152426392342116,82
"2",9.37100450349535e-05,81
"3",0.0172097560793346,22
"4",0.0346631840273989,21
"5",1,95
"6",0.171150727866616,71
"7",0.0100674392770451,23
"8",2.74675694996779e-06,31
"9",0.0481942641908971,11
"10",4.30661010876956e-05,52
"11",0.000701651345719348,90
"12",0.00189629691139168,24
"13",0.00206603795141819,41
"14",2.47928909520937e-07,42
"15",0,43
