"","x","y","nlcd_extract_37"
"1",499212.3234,7665183.73,51
"2",499231.5578,7665191.195,51
"3",499213.6374,7665183.73,51
"4",499212.3246,7665187.521,51
"5",499211.6447,7665178.155,51
"6",499210.969,7665181.946,51
"7",499212.9611,7665185.625,51
"8",499165.8636,7665206.047,51
"9",499221.5962,7665168.897,51
"10",499212.9611,7665185.625,51
"11",499037.8265,7665347.372,72
"12",499282.0216,7665241.357,51
"13",499217.621,7665189.304,51
"14",499213.6368,7665181.945,51
"15",499209.6562,7665185.626,51
"16",499210.9672,7665176.371,51
"17",499215.6271,7665180.049,51
"18",499214.3143,7665183.729,51
"19",499384.1829,7665205.982,51
"20",499212.3228,7665181.946,51
"21",499139.2923,7665168.924,51
"22",499214.3143,7665183.729,51
"23",499223.5925,7665185.622,51
"24",499208.9781,7665181.947,51
"25",499209.6562,7665185.626,51
"26",499213.6356,7665178.154,51
"27",499216.3058,7665185.624,51
"28",499211.6465,7665183.73,51
"29",499218.9338,7665185.623,51
"30",499212.9599,7665181.946,51
"31",499215.6289,7665185.625,51
"32",499217.6192,7665183.728,51
"33",499211.6459,7665181.946,51
"34",499140.6193,7665092.765,51
"35",499211.6453,7665180.051,51
"36",499214.9514,7665183.729,51
"37",499214.952,7665185.625,51
"38",499215.6277,7665181.945,51
"39",499212.9593,7665180.05,51
"40",499212.9611,7665185.625,51
"41",499210.969,7665181.946,51
"42",499213.6386,7665187.521,51
"43",499212.3228,7665181.946,51
"44",499212.9611,7665185.625,51
"45",499214.3149,7665185.625,51
"46",499214.3143,7665183.729,51
"47",499211.6447,7665178.155,51
"48",499212.324,7665185.626,51
"49",499214.952,7665185.625,51
"50",499216.3046,7665181.945,51
"51",499213.632,7665167.004,51
"52",499220.287,7665183.727,51
"53",499214.9508,7665181.945,51
"54",499222.2536,7665107.568,51
"55",499211.6465,7665183.73,51
"56",499212.3234,7665183.73,51
"57",499210.969,7665181.946,51
"58",499213.638,7665185.625,51
"59",499213.6362,7665180.05,51
"60",499214.9496,7665178.154,51
"61",499212.3228,7665181.946,51
"62",499212.9599,7665181.946,51
"63",499212.9611,7665185.625,51
"64",499210.9708,7665187.522,51
"65",499212.3216,7665178.155,51
"66",499212.3228,7665181.946,51
"67",499212.9599,7665181.946,51
"68",499212.9581,7665176.37,51
"69",499214.9502,7665180.049,51
"70",499214.3137,7665181.945,51
"71",499207.6647,7665183.732,51
"72",499214.3131,7665180.05,51
"73",499211.6453,7665180.051,51
"74",499212.3228,7665181.946,51
"75",499212.3222,7665180.05,51
"76",499212.9599,7665181.946,51
"77",499214.3143,7665183.729,51
"78",499215.6277,7665181.945,51
"79",499214.3137,7665181.945,51
"80",499204.9964,7665181.948,51
"81",499212.9593,7665180.05,51
"82",499214.952,7665185.625,51
"83",499212.3234,7665183.73,51
"84",499212.9593,7665180.05,51
"85",499215.6277,7665181.945,51
"86",499211.6447,7665178.155,51
"87",499213.6362,7665180.05,51
"88",499211.6465,7665183.73,51
"89",499212.9605,7665183.73,51
"90",499212.9599,7665181.946,51
"91",499213.6368,7665181.945,51
"92",499211.6465,7665183.73,51
"93",499217.6168,7665176.369,51
"94",499214.3143,7665183.729,51
"95",499076.9105,7665098.364,51
"96",499214.3137,7665181.945,51
