event-id,visible,timestamp,location-long,location-lat,acceleration-raw-x,acceleration-raw-y,acceleration-raw-z,bar:barometric-height,battery-charge-percent,battery-charging-current,external-temperature,gps:hdop,gps:satellite-count,gps-time-to-fix,ground-speed,heading,height-above-msl,import-marked-outlier,gls:light-level,mag:magnetic-field-raw-x,mag:magnetic-field-raw-y,mag:magnetic-field-raw-z,orn:transmission-protocol,tag-voltage,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
10486631762,TRUE,43:28.0,-121.9436111,38.11554337,140,-425,901,0,98,0,34,1.4,6,9.51,0,50,-43,FALSE,1744,-0.166,-0.231,0.211,GPRS,4135,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10486631763,TRUE,13:56.0,-121.9438705,38.11551666,176,-558,845,0,98,8,52,1.4,7,37.45,0,0,-11,FALSE,2047,0.075,-0.364,0.168,GPRS,4137,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10486631764,TRUE,43:28.0,-121.9436493,38.1153183,-39,77,962,0,100,0,31,1.3,7,9.39,0,0,24,FALSE,2047,-0.562,0.091,0.242,GPRS,4157,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10486631765,TRUE,13:28.0,-121.9431686,38.11476135,104,354,911,0,100,6,63,1.9,5,9.1,0,0,126,FALSE,2047,-0.384,-0.321,0.097,GPRS,4182,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10486631766,TRUE,43:41.0,-121.9437027,38.11530304,179,-382,956,0,100,8,65,1.9,5,22.16,0,282,76,FALSE,2047,-0.062,-0.397,0.2,GPRS,4187,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10486631767,TRUE,13:57.0,-121.9439087,38.11553955,181,-450,944,0,100,4,68,1.4,6,37.85,0,0,1,FALSE,2047,-0.044,-0.293,0.233,GPRS,4187,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10486631768,TRUE,43:41.0,-121.9437637,38.11555481,0,251,977,0,100,5,52,1.7,6,21.86,0,0,0,FALSE,2047,-0.399,-0.188,0.189,GPRS,4187,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10486631769,TRUE,14:03.0,-121.9438248,38.11551285,103,-308,983,0,100,4,60,1.8,8,43.75,0,0,-10,FALSE,2047,-0.01,0.058,0.205,GPRS,4187,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496164334,TRUE,43:57.0,-121.9438553,38.11550522,194,-563,876,0,100,3,64,1.2,8,37.75,0,0,-9,FALSE,2047,0.144,-0.019,0.207,GPRS,4182,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496164335,TRUE,13:28.0,-121.9433975,38.11578369,53,369,957,0,100,6,50,1.6,6,8.63,0,278,30,FALSE,2047,-0.465,-0.216,0.173,GPRS,4182,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496164336,TRUE,44:03.0,-121.9437714,38.11553955,379,-472,861,0,100,1,49,1.5,7,43.44,0,45,-2,FALSE,2047,-0.037,-0.033,0.276,GPRS,4187,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496164337,TRUE,13:50.0,-121.9438477,38.11548615,33,-325,956,0,100,4,29,1.9,6,30.47,0,0,-10,FALSE,2047,-0.385,0.018,0.315,GPRS,4184,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496164338,TRUE,43:39.0,-121.9437943,38.11550522,19,-349,944,0,100,6,28,1.9,5,19.32,0,0,-8,FALSE,2047,-0.379,0.177,0.308,GPRS,4182,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496164339,TRUE,14:11.0,-121.9432373,38.11457825,13,-17,1311,0,100,1,25,2,5,51.45,4.444444444,237,-2,FALSE,2047,-0.183,-0.143,0.249,GPRS,4182,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496164340,TRUE,43:41.0,-121.9421921,38.11241913,36,-121,888,0,100,3,33,1.2,6,21.51,0,0,-5,FALSE,2047,-0.572,0.03,0.27,GPRS,4184,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496164341,TRUE,13:30.0,-121.9438019,38.11545181,85,-273,986,0,100,0,28,1.3,5,10.55,0,0,-16,FALSE,2047,-0.197,0.258,0.254,GPRS,4184,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496164342,TRUE,43:34.0,-121.9438095,38.11546326,17,126,987,0,100,0,27,1.3,5,14.51,0,0,-21,FALSE,1056,-0.454,0.332,0.256,GPRS,4176,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496164343,TRUE,14:07.0,-121.9438858,38.11547852,1,-359,941,0,100,0,28,1.8,6,47.47,0,0,1,FALSE,368,-0.214,0.301,0.227,GPRS,4173,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496164344,TRUE,43:57.0,-121.9438248,38.11547089,128,-356,925,0,100,0,25,1.8,7,37.46,0,0,-13,FALSE,352,-0.278,0.258,0.281,GPRS,4171,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496164345,TRUE,14:03.0,-121.9438248,38.11549377,5,-407,922,0,100,0,25,1.1,7,43.45,0,0,-6,FALSE,224,-0.326,0.287,0.279,GPRS,4168,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496164346,TRUE,43:36.0,-121.9438248,38.1155014,-36,-302,950,0,100,0,24,0.9,8,16.5,0,0,-6,FALSE,0,-0.45,0.056,0.31,GPRS,4165,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496164347,TRUE,01:03.0,-121.9438553,38.11550903,-183,-14,980,0,100,0,26,0.9,10,35.52,0,0,-7,FALSE,0,-0.582,0.119,0.271,GPRS,4162,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814186,TRUE,13:10.0,-121.9437637,38.11542511,233,154,963,0,100,0,29,1.6,6,36.41,0,0,-9,FALSE,0,-0.317,-0.241,0.203,GPRS,4148,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814187,TRUE,42:47.0,-121.94384,38.115448,76,-348,932,0,95,0,22,1.4,6,13.43,0,0,-31,FALSE,112,-0.277,-0.138,0.234,GPRS,4121,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814188,TRUE,12:57.0,-121.9440231,38.11556244,154,-250,955,0,95,0,20,1.3,6,23.46,0,0,-13,FALSE,0,-0.355,0.285,0.293,GPRS,4121,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814189,TRUE,43:11.0,-121.9435272,38.11424255,100,-696,720,0,95,0,22,1.1,9,37.43,0,0,-6,FALSE,2047,-0.065,-0.187,0.106,GPRS,4118,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814190,TRUE,12:45.0,-121.94384,38.11546326,52,198,986,0,95,0,24,1.5,6,11.5,0,0,-41,FALSE,240,-0.456,0.329,0.265,GPRS,4118,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814191,TRUE,43:03.0,-121.9438858,38.11555481,13,-539,846,0,95,0,22,0.9,7,29.42,0,0,-4,FALSE,2047,-0.329,0.185,0.314,GPRS,4118,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814192,TRUE,13:03.0,-121.9435349,38.11470413,-1,-871,585,0,94,1,26,1.1,8,29.5,0,348,0,FALSE,2047,0.193,0.055,-0.199,GPRS,4115,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814193,TRUE,42:46.0,-121.9438324,38.11541748,-30,271,954,0,98,0,21,1.3,7,12.52,0,0,-5,FALSE,2047,-0.523,-0.066,0.254,GPRS,4135,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814194,TRUE,12:42.0,-121.9438171,38.11548996,96,177,988,0,98,0,34,1.3,7,8.53,0,0,-1,FALSE,752,-0.348,-0.199,0.227,GPRS,4135,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814195,TRUE,42:48.0,-121.9422455,38.11275101,94,-429,908,0,100,5,26,1.9,6,14.5,0,0,0,FALSE,2047,0.072,0.077,0.124,GPRS,4157,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814196,TRUE,12:42.0,-121.9438171,38.11555481,-67,641,845,0,100,0,28,1.7,5,8.44,0,0,-10,FALSE,2047,-0.699,-0.056,0.14,GPRS,4179,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814197,TRUE,42:43.0,-121.9437866,38.11545563,46,-333,959,0,100,4,47,1.6,4,9.47,0,0,31,FALSE,2047,-0.028,-0.291,0.182,GPRS,4179,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814198,TRUE,13:21.0,-121.9438248,38.11547852,198,-494,895,0,100,6,55,1.3,10,47.28,0,0,-6,FALSE,2047,0.078,-0.416,0.138,GPRS,4182,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814199,TRUE,42:43.0,-121.9441299,38.11594391,31,523,871,0,100,3,44,1.3,9,9.02,0,0,-90,FALSE,2047,-0.423,-0.225,0.211,GPRS,4184,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814200,TRUE,12:43.0,-121.9441605,38.1159935,146,-64,1011,0,100,4,65,1.2,8,9,0,0,-107,FALSE,2047,-0.207,-0.368,0.209,GPRS,4187,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814201,TRUE,42:46.0,-121.9436874,38.11524963,89,-409,972,0,100,3,70,1.8,5,11.88,0,0,41,FALSE,2047,0.022,-0.392,0.232,GPRS,4187,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814202,TRUE,13:03.0,-121.9438705,38.11539459,132,-250,992,0,100,3,65,1.8,5,28.74,0.277777778,0,-22,FALSE,2047,0.276,-0.278,0.154,GPRS,4187,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814203,TRUE,44:04.0,-121.9438629,38.11548996,200,-449,917,0,100,1,67,3.4,7,90,0,189,-6,FALSE,2047,0.377,-0.298,0.074,GPRS,4182,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10507814204,TRUE,14:04.0,-121.9438477,38.11552429,137,-171,1006,0,100,3,58,2.3,8,90,0,6,-5,FALSE,2047,0.179,-0.148,0.215,GPRS,4179,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10518008887,TRUE,43:05.0,-121.9438477,38.11553574,121,-218,1002,0,100,0,64,2,6,30.57,0,0,-3,FALSE,2047,0.209,-0.118,0.222,GPRS,4176,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10518008888,TRUE,12:59.0,-121.9436569,38.11552811,87,-345,976,0,100,0,63,1.8,5,24.47,0.277777778,0,-34,FALSE,2047,-0.147,-0.078,0.278,GPRS,4182,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10518008889,TRUE,43:41.0,-121.9438248,38.11548996,126,-28,1000,0,100,1,51,2,5,66.29,0,0,-8,FALSE,2047,-0.327,0.073,0.279,GPRS,4187,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10518008890,TRUE,13:03.0,-121.94384,38.11546707,233,-617,792,0,100,0,44,1.2,6,28.38,0,0,-13,FALSE,2047,0.15,0.045,0.142,GPRS,4179,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10518008891,TRUE,42:44.0,-121.9438019,38.11545181,-13,-475,892,0,100,2,36,1.2,5,9.13,0,0,-21,FALSE,2047,-0.18,-0.135,0.3,GPRS,4184,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10518008892,TRUE,12:47.0,-121.9438934,38.1146431,-71,-649,773,0,100,0,31,1,5,12.26,0,0,-41,FALSE,2047,-0.02,-0.143,0.233,GPRS,4182,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10518008893,TRUE,42:57.0,-121.9404297,38.11164856,-92,107,784,0,100,3,29,1,4,22.21,1.666666667,275,-8,FALSE,2047,-0.462,-0.186,0.272,GPRS,4184,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10518008894,TRUE,14:04.0,-121.9440308,38.11539841,-59,-191,1203,0,100,4,28,3.9,5,90,2.5,273,-4,FALSE,2047,-0.121,-0.103,0.278,GPRS,4184,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10518008895,TRUE,44:04.0,-121.9479752,38.11694717,-31,18,1603,0,100,0,28,4.4,6,90,3.611111111,304,-10,FALSE,2047,-0.137,-0.143,0.267,GPRS,4179,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10518008896,TRUE,13:03.0,-121.94384,38.11550903,-19,16,988,0,100,0,26,1.2,8,28.32,0,0,-11,FALSE,2047,-0.539,-0.011,0.298,GPRS,4176,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10518008897,TRUE,42:45.0,-121.9443207,38.1154213,-408,8,1192,0,100,0,25,1,8,10.28,1.111111111,238,-9,FALSE,2047,-0.284,0.165,0.36,GPRS,4176,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10518008898,TRUE,12:49.0,-121.94384,38.11546326,94,-727,727,0,100,0,28,1.7,5,14.28,0,0,3,FALSE,16,-0.146,-0.135,0.25,GPRS,4173,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10518008899,TRUE,42:52.0,-121.9438324,38.11546326,125,-490,870,0,100,0,28,1.1,6,17.31,0,0,-4,FALSE,0,-0.274,-0.11,0.292,GPRS,4173,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10518008900,TRUE,01:33.0,-121.9438324,38.115448,91,-110,990,0,100,0,31,1.2,6,24.29,0,0,-13,FALSE,0,-0.431,-0.11,0.281,GPRS,4171,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703247,TRUE,13:21.0,-121.943779,38.11542511,-52,64,996,0,100,0,31,1.7,8,57.12,0,0,-5,FALSE,0,-0.537,0.284,0.281,GPRS,4162,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703248,TRUE,42:37.0,-121.9437943,38.11542511,137,-365,917,0,99,0,30,1.9,7,13.13,0,314,2,FALSE,0,-0.311,0.205,0.347,GPRS,4146,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703249,TRUE,12:36.0,-121.9439087,38.11555099,78,-445,892,0,99,0,28,1.4,7,12.15,0,332,-10,FALSE,16,-0.285,0.225,0.322,GPRS,4143,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703250,TRUE,43:03.0,-121.94487,38.11539078,47,-762,667,0,100,1,30,1.4,6,39.09,0,0,3,FALSE,2047,0.114,-0.191,0.044,GPRS,4148,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703251,TRUE,12:34.0,-121.9438095,38.11555099,-114,-5,994,0,100,0,24,1.3,6,10.15,0,0,-9,FALSE,368,-0.355,0.391,0.264,GPRS,4148,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703252,TRUE,42:33.0,-121.9437256,38.11546707,51,-307,950,0,100,0,27,1.1,6,9.13,1.388888889,2,-9,FALSE,2047,-0.174,-0.176,0.231,GPRS,4151,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703253,TRUE,13:03.0,-121.9438171,38.11546707,12,693,1034,0,100,0,23,1,8,39.18,0,0,-5,FALSE,2047,-0.758,-0.014,0.171,GPRS,4157,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703254,TRUE,42:32.0,-121.9444885,38.11493301,135,-710,701,0,100,1,35,1.2,7,8.26,0,0,2,FALSE,2047,0.084,-0.275,0.064,GPRS,4171,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703255,TRUE,12:32.0,-121.9438705,38.11531448,89,319,950,0,100,0,34,1.2,7,8.22,0,0,26,FALSE,2047,-0.592,-0.113,0.199,GPRS,4184,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703256,TRUE,42:37.0,-121.944046,38.11542511,13,-328,947,0,100,0,32,2,5,13.18,0,0,-3,FALSE,2047,-0.249,-0.114,0.304,GPRS,4184,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703257,TRUE,13:03.0,-121.9438477,38.11548996,67,-353,947,0,100,0,36,2,7,39.1,0,0,-6,FALSE,2047,-0.139,-0.201,0.241,GPRS,4182,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703258,TRUE,42:57.0,-121.9438171,38.11551285,58,-254,979,0,100,0,38,1.3,8,33.11,0,0,0,FALSE,512,-0.252,-0.182,0.295,GPRS,4179,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703259,TRUE,12:35.0,-121.9439468,38.11461639,71,-687,758,0,100,7,39,1.4,7,11.08,0,0,-2,FALSE,2047,0.068,-0.291,0.14,GPRS,4179,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703260,TRUE,42:44.0,-121.9437714,38.11542511,126,-424,941,0,100,6,56,1.4,6,19.96,0,0,20,FALSE,2047,0.041,-0.373,0.222,GPRS,4187,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703261,TRUE,13:00.0,-121.9438171,38.11547852,78,-225,1004,0,100,2,73,1.9,5,35.81,0,0,-3,FALSE,2047,-0.023,-0.424,0.249,GPRS,4187,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703262,TRUE,42:34.0,-121.9437256,38.11558533,192,-272,992,0,100,7,69,1.7,5,9.53,0.555555556,198,-18,FALSE,2047,0.161,-0.445,0.181,GPRS,4187,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703263,TRUE,13:03.0,-121.9437866,38.11550522,150,-178,957,0,100,0,53,1.6,5,38.45,0,0,-2,FALSE,2047,-0.024,-0.32,0.236,GPRS,4187,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703264,TRUE,43:11.0,-121.9438171,38.11551666,102,-225,993,0,100,3,48,1.2,7,46.47,0,0,-5,FALSE,2047,-0.112,-0.266,0.263,GPRS,4179,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703265,TRUE,12:34.0,-121.9429474,38.11500931,78,311,591,0,100,5,57,1.4,7,9.38,8.888888889,89,16,FALSE,2047,-0.245,0.055,0.286,GPRS,4179,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10554832008,TRUE,42:40.0,-121.94384,38.11551285,178,-115,1008,0,100,4,63,1.7,6,15.32,0,0,-3,FALSE,2047,0.027,-0.045,0.28,GPRS,4184,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10554832009,TRUE,13:14.0,-121.94384,38.11544037,104,-330,973,0,100,6,68,2,8,49.08,0,46,-11,FALSE,2047,0.137,-0.037,0.22,GPRS,4184,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10554832010,TRUE,42:32.0,-121.9434509,38.11454773,-280,-217,594,0,100,2,53,1.8,7,6.96,0,0,-13,FALSE,2047,0.315,-0.136,0.071,GPRS,4184,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10554832011,TRUE,12:42.0,-121.9436951,38.11548996,54,-517,870,0,100,0,42,1.5,6,17.08,0,0,-8,FALSE,2047,0.07,-0.242,0.169,GPRS,4184,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10554832012,TRUE,43:03.0,-121.9435349,38.11403656,203,-25,477,0,100,7,39,2,5,38.02,0,0,-3,FALSE,2047,-0.652,0.05,0.207,GPRS,4176,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10554832013,TRUE,13:03.0,-121.944725,38.11418152,24,18,993,0,100,6,42,0.9,8,37.83,0,297,-2,FALSE,2047,-0.442,-0.173,0.26,GPRS,4182,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10554832014,TRUE,42:37.0,-121.9440918,38.11468506,20,-431,896,0,100,1,35,1.2,7,11.91,0,0,-45,FALSE,2047,0.13,-0.022,0.133,GPRS,4184,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10554832015,TRUE,12:37.0,-121.9400253,38.11142731,40,79,1163,0,100,4,33,1.3,5,11.93,10,124,3,FALSE,2047,-0.086,-0.068,0.28,GPRS,4182,gps,Circus cyaneus,191627,NOHA 627,"Northern Harrier (Breeding), Ornitela, Suisun Marsh"
