FID,OBJECTID,timestamp,long,lat,accelerati,accelera1,accelera2,activity_c,comments,external_t,satellite_,speed,gsm_signal,height,import_mar,tag_voltag,sensor_typ,individual,tag_ident,ind_ident,study_name,date,time,OBJECTID_1,NVCSName,NVCSLevel,MapClass,MapClassCo,Original_2,Original_1,Cov_2015,Dist_2015,Ht_2015,Notes_2015,ID_2015,Habitat,MgmtRegion,Lepidium,CalVegName,CalVegCode,CWHRType,CWHRCode,GlobalRank,StateRank,Rare,CaCode,NVCSAllian,NVCSGroup,NVCSMG,UID,Acres,Hectares,Shape_Leng,Shape_Area
407,1736,2019-06-11 23:00:00,-122.011183,38.236949,0,0,0,0,SIMP01,62,0,0,0,0,0,3870,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
408,1739,2019-06-12 02:02:00,-122.0114,38.237433,0,0,0,0,SIMP01,37,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
409,1741,2019-06-12 04:00:00,-122.011166,38.236899,0,0,0,0,SIMP01,29,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
410,1742,2019-06-12 13:00:00,-122.011083,38.237033,0,0,0,0,SIMP01,28,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
411,1743,2019-06-12 14:02:00,-122.0111,38.236999,0,0,0,0,SIMP01,30,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
412,1746,2019-06-12 17:00:00,-122.011233,38.236916,0,0,0,0,SIMP01,48,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
413,1747,2019-06-12 18:02:00,-122.0113,38.237166,0,0,0,0,SIMP01,58,0,0,0,0,0,3870,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
414,1750,2019-06-12 21:00:00,-122.0112,38.236883,0,0,0,0,SIMP01,68,0,0,0,0,0,3870,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
415,1755,2019-06-13 02:02:00,-122.01125,38.236933,0,0,0,0,SIMP01,31,0,0,0,0,0,3850,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
416,1756,2019-06-13 03:00:00,-122.011133,38.236916,0,0,0,0,SIMP01,29,0,0,0,0,0,3850,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
417,1757,2019-06-13 04:00:00,-122.011133,38.236899,0,0,0,0,SIMP01,26,0,0,0,0,0,3850,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
418,1761,2019-06-13 16:00:00,-122.01125,38.236933,0,0,0,0,SIMP01,36,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
419,1764,2019-06-13 19:00:00,-122.011166,38.236966,0,0,0,0,SIMP01,59,0,0,0,0,0,3840,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
420,1765,2019-06-13 20:00:00,-122.0112,38.237033,0,0,0,0,SIMP01,63,0,0,0,0,0,3840,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
421,1773,2019-06-14 04:00:00,-122.01125,38.236816,0,0,0,0,SIMP01,27,0,0,0,0,0,3810,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
422,1781,2019-06-14 20:00:00,-122.01105,38.237199,0,0,0,0,SIMP01,63,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
423,1784,2019-06-14 23:00:00,-122.0111,38.236933,0,0,0,0,SIMP01,50,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
424,1785,2019-06-15 00:00:00,-122.011083,38.236933,0,0,0,0,SIMP01,40,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
425,1786,2019-06-15 01:00:00,-122.011066,38.237033,0,0,0,0,SIMP01,31,0,0,0,0,0,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
426,1789,2019-06-15 04:00:00,-122.011183,38.236866,0,0,0,0,SIMP01,23,0,0,0,0,0,3800,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
427,1790,2019-06-15 13:00:00,-122.01115,38.236933,0,0,0,0,SIMP01,21,0,0,0,0,0,3800,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
428,1791,2019-06-15 14:02:00,-122.0113,38.237216,0,0,0,0,SIMP01,22,0,0,0,0,0,3790,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
429,1794,2019-06-15 17:00:00,-122.0113,38.237366,0,0,0,0,SIMP01,39,0,0,0,0,0,3790,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
430,1795,2019-06-15 18:02:00,-122.011316,38.237016,0,0,0,0,SIMP01,48,0,0,0,0,0,3800,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
431,1796,2019-06-15 19:00:00,-122.011233,38.237083,0,0,0,0,SIMP01,60,0,0,0,0,0,3800,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
432,1797,2019-06-15 20:00:00,-122.011383,38.236966,0,0,0,0,SIMP01,48,0,0,0,0,0,3800,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
433,1798,2019-06-15 21:00:00,-122.011266,38.236899,0,0,0,0,SIMP01,53,0,0,0,0,0,3800,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
434,1799,2019-06-15 22:02:00,-122.01115,38.236933,0,0,0,0,SIMP01,53,0,0,0,0,0,3800,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
435,1800,2019-06-15 23:00:00,-122.011166,38.236916,0,0,0,0,SIMP01,40,0,0,0,0,0,3800,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
436,1805,2019-06-16 04:00:00,-122.011166,38.236916,0,0,0,0,SIMP01,26,0,0,0,0,0,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
437,1807,2019-06-16 14:02:00,-122.011166,38.237033,0,0,0,0,SIMP01,24,0,0,0,0,0,3820,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",2019-09-12, ,16048,Schoenoplectus americanus,Alliance,Schoenoplectus americanus Herbaceous Alliance,8211100,Schoenoplectus americanus Association,114,10-25%,Not evident,1-2m,V160608b,Field Checked (post map),Leveed (not tidal),1,Absent,Tule-Cattail,HT,Fresh Emergent Wetland,FEW,G5,S3,Y,52.111.00,Schoenoplectus americanus,Southwestern North American alkali marsh/seep vegetation,Warm Semi-Desert/Mediterranean Alkali-Saline Wetland,SUMA16048,13.59879971,5.503240108,1844.10408,55029.87477
