x,y,time
629842.2201,4646641.63,112
629848.6744,4646634.545,113
629835.2885,4646640.232,114
629847.4253,4646633.675,115
629837.2162,4646638.572,116
629818.1478,4646643.732,117
629839.0588,4646641.572,118
629839.0588,4646641.572,119
629839.1053,4646639.03,120
629832.8989,4646632.562,121
629838.4653,4646639.442,122
629833.8458,4646649.95,123
629843.5311,4646639.111,124
629836.6227,4646636.443,125
629842.8756,4646640.371,126
629837.1775,4646640.69,127
629839.7375,4646639.042,128
629963.7963,4646668.429,129
629968.9319,4646664.286,130
629973.4197,4646660.978,131
636129.7989,4650562.246,132
639067.1914,4653442.948,133
643443.4057,4653593.343,134
647907.3484,4656742.923,135
647904.2091,4656742.01,136
647886.4562,4656714.942,137
647883.9336,4656744.976,138
647889.091,4656739.999,139
647888.495,4656738.291,140
648667.6863,4660177.71,141
651310.8545,4664676.545,142
654314.2567,4669181.473,143
659162.5894,4672859.318,144
665551.8513,4677481.303,145
671432.8289,4685102.171,146
678318.5106,4689344.24,147
687370.2994,4692920.431,148
696718.5386,4699107.067,149
704996.8374,4704912.381,150
718499.7447,4715125.838,151
730081.4112,4723546.408,152
736485.7875,4735890.843,153
740250.09,4747362.372,154
255494.4299,4757976.152,155
260806.1141,4769814.511,156
264598.3038,4777791.506,157
271470.7598,4786737.622,158
279114.6086,4796310.266,159
288978.1722,4807557.518,160
302061.4383,4822516.867,161
316758.5073,4838319.829,162
330552.2648,4851627.717,163
347051.1716,4861879.418,164
356349.9305,4866557.346,165
368400.6497,4877019.733,166
377929.7185,4890960.575,167
390389.4883,4900384.789,168
399019.988,4913519.235,169
404255.2341,4922340.438,170
404258.2071,4922336.156,171
404275.1612,4922332.94,172
404278.2464,4922336.285,173
406356.4607,4926876.472,174
406513.6096,4926876.329,175
406533.4572,4926948.516,176
410119.5725,4930123.135,177
414969.334,4928695.717,178
424898.189,4931142.763,179
427715.0517,4931745.187,180
428472.474,4931767.308,181
429366.5979,4934823.578,182
435865.7897,4946128.118,183
436698.2027,4952859.331,184
437892.7079,4958804.448,185
438046.4908,4966049.779,186
421489.634,4979669.001,187
421484.2138,4979668.644,188
421490.8737,4979671.953,189
421492.6579,4979670.235,190
421446.3868,4979675.466,191
420886.8967,4979395.434,192
419273.2811,4980092.884,193
418108.9588,4979201.965,194
418128.1975,4979200.447,195
418114.5642,4979216.728,196
418140.1474,4978864.62,197
418061.3042,4978958.449,198
416065.7741,4986249.748,199
414821.4766,5000215.461,200
415537.4626,5023126.463,201
417290.151,5040306.387,202
412721.6177,5055516.374,203
402619.2827,5068849.223,204
394643.6826,5086131.716,205
389382.8712,5098048.933,206
389522.4368,5106177.859,207
390757.7945,5113010.651,208
389638.0774,5113261.35,209
391620.825,5114767.144,210
390983.8318,5115084.982,211
390655.5067,5118633.214,212
392636.9634,5116114.043,213
392525.4325,5115933.264,214
392170.5021,5116345.673,215
392183.029,5116354.78,216
392184.2363,5116356.455,217
392184.1244,5116350.097,218
392187.0605,5116349.622,219
392186.4718,5116349.632,220
392079.4406,5116391.371,221
391531.2765,5115431.834,222
391340.5895,5115240.606,223
391341.246,5115244.41,224
391348.1088,5115232.841,225
391348.199,5115237.927,226
389773.0962,5115461.093,227
385513.1398,5112099.353,228
378570.6367,5112041.223,229
368802.7058,5115768.265,230
361709.6827,5114213.189,231
359873.7106,5114221.809,232
359794.6631,5114012.008,233
359789.3887,5114193.628,234
359948.3449,5114212.894,235
359945.5163,5114218.047,236
362724.4837,5114585.598,237
362935.3434,5114292.097,238
362931.8748,5114321.434,239
362918.7245,5114392.122,240
362913.405,5114391.392,241
362931.1113,5114392.693,242
362921.4891,5114384.003,243
362931.4431,5114407.527,244
362918.6581,5114389.155,245
362922.8566,5114392.453,246
362921.7925,5114397.566,247
362921.0424,5114390.374,248
362915.6281,5114385.406,249
362912.636,5114383.353,250
362924.7088,5114396.228,251
362919.8171,5114388.281,252
362818.1784,5114322.706,253
362819.3943,5114324.375,254
359762.7543,5114240.036,255
354339.4454,5113171.456,256
352768.4412,5114365.46,257
352765.2113,5114353.663,258
350186.1701,5116804.242,259
350212.4579,5117276.891,260
350217.3022,5117282.286,261
350218.1708,5117293.715,262
350212.4786,5117277.739,263
350078.459,5116783.976,264
350083.0237,5116777.927,265
351753.8095,5118510.39,266
351784.55,5118369.271,267
351415.9102,5118710.273,268
350904.0246,5118366.479,269
350917.9856,5118359.354,270
350922.9111,5118368.14,271
350905.7285,5118363.893,272
350626.2859,5118448.739,273
350816.2113,5118363.954,274
350733.9126,5118394.374,275
350735.7202,5118420.2,276
350731.7443,5118402.061,277
350730.6705,5118406.328,278
350731.641,5118397.822,279
350731.734,5118401.637,280
350731.1144,5118400.38,281
350728.0991,5118397.485,282
350262.1714,5117455.069,283
350266.3232,5117456.239,284
349355.3576,5118161.384,285
349382.1371,5118172.6,286
350769.1031,5118340.08,287
350770.8792,5118340.461,288
350771.4782,5118340.871,289
348942.1054,5118551.562,290
349476.8459,5118143.976,291
350748.3375,5118357.974,292
350746.5614,5118357.594,293
350746.995,5118351.222,294
350752.7569,5118345.992,295
348068.3984,5118633.832,296
350226.6363,5116001.71,297
350346.2168,5116338.489,298
349241.1125,5118114.152,299
363663.8516,5137641.661,300
369985.5966,5149527.42,301
376678.9429,5156916.054,302
387857.4232,5169573.915,303
393748.6198,5182827.094,304
410396.1247,5195113.528,305
420311.3809,5202191.322,306
420313.7363,5202193.834,307
420313.7023,5202191.291,308
420772.2963,5202455.255,309
421547.9629,5202294.06,310
422017.9397,5204275.511,311
421966.7721,5204489.02,312
421968.4515,5204484.334,313
422774.6242,5204233.009,314
422790.0084,5204658.909,315
422789.4393,5204659.764,316
422747.6871,5204661.577,317
424256.7218,5204151.235,318
424256.6895,5204148.691,319
424264.855,5204151.979,320
424261.3955,5204153.719,321
422691.6736,5209371.464,322
422672.2682,5209395.035,323
424865.4856,5218829.369,324
424928.013,5219973.34,325
424288.6484,5221205.947,326
424269.4114,5221194.746,327
424972.9678,5221832.802,328
434221.962,5233955.072,329
443708.1926,5248422.582,330
445060.2359,5268939.912,331
446153.5591,5284386.439,332
445124.8396,5304141.675,333
446631.0337,5330116.242,334
442532.9958,5350380.173,335
434080.1779,5366542.688,336
430985.5385,5378052.664,337
432697.0732,5393262.242,338
430992.8615,5405754.44,339
445659.1112,5422200.384,340
448390.6443,5427893.251,341
448243.9484,5444475.227,342
450158.5598,5455552.254,343
453043.2798,5472094.429,344
450658.4257,5483611.737,345
450670.0502,5496401.794,346
447160.3616,5507586.436,347
446722.4553,5508023.361,348
446720.3266,5508030.592,349
446725.3969,5508042.843,350
446723.0678,5508029.717,351
446723.6762,5508035.649,352
447059.3602,5508506.555,353
444598.4179,5512847.39,354
440268.4387,5522318.902,355
435858.0663,5541431.085,356
427760.0398,5554961.632,357
425676.9965,5574528.68,358
429661.8495,5590155.433,359
433175.0391,5607235.577,360
429032.2676,5624647.825,361
423256.7468,5634415.315,362
416127.6966,5646238.074,363
412374.7768,5655031.65,364
409150.2983,5674589.435,365
405414.1959,5690221.606,366
398209.6097,5705354.255,367
390207.8023,5721210.055,368
386328.8527,5739133.526,369
376048.9688,5749142.459,370
364146.3967,5757590.901,371
347373.8171,5759646.005,372
334810.8364,5757429.009,373
318477.8272,5751019.804,374
309661.9257,5744630.667,375
297329.5799,5736951.322,376
699403.9981,5725680.486,377
697982.3253,5718979.246,378
697996.7942,5718961.121,379
697989.4627,5718959.135,380
697985.1524,5718961.091,381
697978.7923,5718974.86,382
697993.1974,5718944.839,383
698001.0714,5718960.014,384
697743.2107,5717811.526,385
694682.3515,5699186.381,386
697165.3755,5690757.049,387
697201.3829,5686470.586,388
696798.1084,5679637.498,389
692115.6282,5674132.674,390
691883.4531,5659621.613,391
690758.6695,5643926.824,392
686189.7531,5629924.756,393
683924.1177,5624349.935,394
679832.6402,5621704.653,395
676437.4982,5541138.097,396
676438.003,5541139.388,397
676514.9456,5541345.696,398
676515.267,5541335.942,399
676474.7749,5540571.308,400
676988.6833,5538965.708,401
677465.2983,5542362.859,402
677151.5915,5539636.326,403
676012.3454,5544430.328,404
676090.6002,5545044.224,405
678266.5643,5553750.62,406
677708.9017,5550965.701,407
677112.6734,5545973.3,408
677135.4904,5545961.32,409
677054.2131,5438095.555,410
677057.1335,5438074.002,411
677044.4846,5438120.711,412
677047.3236,5438101.701,413
677050.8181,5438131.949,414
677037.8574,5438188.41,415
679897.3441,5432072.494,416
679887.3864,5432069.624,417
680119.8459,5428347.065,418
685789.7784,5413057.657,419
689935.1866,5397227.966,420
704319.6366,5373782.586,421
707243.8959,5370028.411,422
707411.8316,5370023.528,423
708623.9465,5370085.934,424
711230.278,5366723.023,425
714430.2587,5362308.142,426
719851.9065,5356172.479,427
279506.8781,5351713.738,428
291221.5367,5343149.536,429
296681.3681,5335045.039,430
299620.9643,5335580.967,431
304389.5155,5331606.896,432
304387.0412,5331601.038,433
306001.1509,5331317.772,434
312024.1351,5322349.1,435
317246.095,5316899.584,436
317256.5883,5316889.066,437
317248.8606,5316896.95,438
317248.8202,5316895.678,439
317250.3225,5316907.089,440
317198.9922,5317192.626,441
317209.1716,5317190.181,442
317201.6094,5317185.329,443
317204.348,5317181.847,444
317204.5097,5317186.934,445
317203.3442,5317186.122,446
317209.2086,5317209.277,447
317215.1707,5317217.575,448
317183.2345,5317162.997,449
317156.0714,5317168.953,450
320867.7567,5311521.503,451
326687.7571,5307126.082,452
328142.9976,5303227.599,453
322239.4531,5300640.824,454
316168.7332,5297344.099,455
312699.3998,5297906.457,456
302247.7717,5300723.533,457
302249.4356,5300738.756,458
302251.0759,5300736.577,459
302253.4611,5300739.467,460
302254.632,5300740.275,461
302190.3159,5300714.888,462
300565.5458,5298568.745,463
300541.2056,5298575.951,464
301838.2732,5297746.188,465
301029.7098,5298979.741,466
299314.8405,5295579.814,467
298937.6049,5295920.142,468
298904.1472,5295961.625,469
300706.7255,5298683.146,470
302635.3161,5297875.137,471
303968.6151,5308977.244,472
302795.8627,5309717.12,473
302797.1188,5309720.473,474
302803.3892,5309720.258,475
303017.3222,5309133.172,476
305218.455,5307012.27,477
305311.5842,5307251.045,478
305312.6656,5307232.335,479
305783.8572,5307118.838,480
305213.1152,5307175.427,481
305213.8528,5307146.542,482
304920.0052,5307962.444,483
304903.5695,5307965.971,484
305333.7778,5306808.902,485
305166.8141,5307816.166,486
305213.2045,5306755.25,487
304387.6849,5311335.124,488
306613.7767,5322250.351,489
304823.094,5322993.85,490
300837.7758,5327909.23,491
300829.8793,5327911.202,492
298150.827,5330562.346,493
300769.8838,5328001.998,494
299778.7166,5328031.866,495
299776.216,5328041.716,496
299781.8687,5328040.669,497
299779.1608,5328044.584,498
299774.5409,5328042.623,499
299795.0177,5328026.203,500
299769.2935,5328038.986,501
300943.691,5329484.103,502
300940.4528,5329472.755,503
301107.7722,5329737.747,504
301105.7737,5329729.327,505
301111.5132,5329730.826,506
301115.3866,5329727.72,507
301117.0466,5329726.389,508
301088.5169,5329740.113,509
301088.8937,5329734.582,510
300602.9186,5329547.312,511
298758.7206,5330221.33,512
298915.9197,5329887.696,513
298912.9701,5329917.088,514
301267.3022,5328056.463,515
300947.4321,5329133.371,516
300669.6837,5329864.181,517
300672.0297,5329866.222,518
300745.7489,5331625.161,519
301552.3223,5334749.589,520
298681.8834,5335310.454,521
299149.2079,5331593.082,522
298829.881,5329948.02,523
298255.3283,5329993.27,524
300808.5733,5326315.141,525
301462.0939,5330049.315,526
298567.6639,5330303.176,527
298558.4266,5330299.257,528
298641.4615,5330153.716,529
298637.0216,5330156.843,530
298634.5706,5330151.836,531
298633.1961,5330145.092,532
299754.5358,5328805.23,533
299748.7008,5328817.319,534
299754.7336,5328794.612,535
299762.7323,5328795.606,536
299763.8241,5328794.294,537
299759.5403,5328818.214,538
299471.4623,5331150.954,539
299389.3016,5331110.536,540
300839.677,5329208,541
299619.0469,5328802.326,542
298534.8736,5330421.908,543
298535.5907,5330426.127,544
298563.4974,5330427.268,545
298554.6032,5330433.099,546
298545.8418,5330458.875,547
298549.6579,5330405.682,548
298537.7285,5330422.232,549
298530.1493,5330433.11,550
298552.5697,5330439.962,551
298406.4519,5330828.823,552
298409.0073,5330836.798,553
298420.0233,5330826.648,554
298409.6358,5330822.344,555
298405.4362,5330816.125,556
298428.0046,5330827.216,557
298409.7104,5330824.464,558
298402.9993,5330827.671,559
298407.349,5330822,560
298408.9476,5330835.102,561
299791.0568,5328775.94,562
299728.8893,5328820.134,563
299753.6861,5328797.195,564
299749.7238,5328797.758,565
299757.0655,5328796.228,566
299761.1716,5328767.221,567
299763.9383,5328765.002,568
299762.1789,5328796.049,569
299763.3301,5328796.434,570
298499.3877,5330431.645,571
298506.5902,5330458.558,572
298510.4171,5330454.179,573
298501.6423,5330463.401,574
298507.024,5330454.722,575
298523.6004,5330457.11,576
298429.632,5330857.296,577
298761.2676,5330536.62,578
288202.149,5318617.099,579
282433.3998,5298476.382,580
277072.8267,5275154.313,581
274427.1798,5242344.726,582
276875.608,5215925.983,583
275974.5938,5186576.49,584
277882.7767,5162767.161,585
284491.5586,5148174.016,586
274620.525,5131824.918,587
726404.3104,5125938.427,588
725350.8231,5124644.916,589
726302.9078,5126466.039,590
727558.4737,5126524.573,591
728915.031,5125412.334,592
726993.8912,5126775.193,593
726813.8925,5126167.953,594
725928.3793,5126530.689,595
726813.2374,5124853.083,596
725886.608,5124443.154,597
725894.4599,5124469.758,598
725413.4172,5124353.109,599
725404.6761,5124382.495,600
725418.9653,5124378.354,601
725425.8675,5124382.852,602
727367.0672,5125164.816,603
726770.7222,5124792.511,604
727370.3829,5125471.371,605
727210.9698,5124911.998,606
728363.3084,5125314.442,607
728357.2528,5125318.884,608
727285.8705,5125526.797,609
727723.3047,5121165.191,610
723144.5878,5112770.051,611
716892.8166,5104073.125,612
717929.0332,5095355.347,613
719979.5288,5084873.166,614
715197.6603,5080244.925,615
716909.7305,5075759.192,616
722332.8107,5066196.597,617
719628.418,5056212.445,618
720638.5423,5045462.142,619
718956.0625,5029129.284,620
716475.3767,5015031.604,621
710575.0273,5000589.698,622
704377.211,4986038.562,623
699958.9974,4968350.539,624
693439.6026,4956221.492,625
687982.0209,4941927.517,626
680954.1706,4927249.987,627
672304.0419,4914972.663,628
672024.0167,4914818.564,629
672024.256,4914832.563,630
672023.1519,4914828.294,631
672026.8664,4914825.848,632
672001.117,4914810.328,633
672110.1015,4914691.508,634
672099.9567,4914684.032,635
672161.4265,4911452.093,636
666464.8939,4909220.089,637
655848.093,4903812.781,638
649889.1086,4901103.336,639
643834.6899,4896974.365,640
635052.5474,4895530.489,641
624524.7419,4893629.03,642
616434.8025,4885688.806,643
611843.662,4877261.205,644
613996.695,4859439.628,645
613711.0731,4846076.369,646
604144.078,4839200.647,647
599078.8348,4835229.226,648
596749.5175,4815393.665,649
600334.9143,4791111.875,650
603869.1319,4762506.43,651
605372.2004,4749265.283,652
605973.3049,4748794.878,653
604761.7193,4745897.605,654
604530.765,4745628.849,655
604552.6584,4745624.097,656
604533.888,4745628.473,657
604441.6812,4745665.207,658
604439.8499,4745662.637,659
604441.6941,4745664.36,660
605464.4143,4745323.193,661
605453.0317,4745333.611,662
605458.6938,4745330.308,663
605457.4211,4745331.983,664
601610.8398,4746280.412,665
601405.6483,4745356.251,666
603726.8956,4745106.115,667
603648.3649,4745228.231,668
603650.0755,4745238.85,669
603607.9871,4745218.302,670
602368.952,4743005.813,671
599086.151,4735169.85,672
596139.7589,4726854.905,673
592792.7873,4715219.271,674
587157.8747,4704326.169,675
587548.1945,4703657.032,676
587567.8842,4703637.367,677
585716.5085,4701998.996,678
587043.8851,4689599.693,679
588143.3483,4672027.903,680
597311.9482,4650516.813,681
599809.1054,4644793.076,682
604604.2643,4643623.35,683
605080.4859,4643247.829,684
605077.9245,4643249.909,685
604965.2331,4643041.084,686
605526.9269,4643390.009,687
605227.6726,4643860.897,688
605008.7478,4643992.376,689
605351.89,4643290.822,690
604986.7217,4643128.247,691
605730.251,4642310.204,692
605736.6463,4642305.639,693
605723.5065,4642295.699,694
605723.9439,4642308.839,695
605675.2148,4642309.385,696
605674.2359,4642332.671,697
605675.5137,4642331.843,698
605674.9126,4642329.715,699
605692.0305,4642327.428,700
605667.7777,4642341.471,701
605673.4018,4642346.215,702
605667.6895,4642347.401,703
605675.8378,4642352.606,704
605669.0177,4642343.184,705
605655.8087,4642337.904,706
605669.877,4642327.946,707
605663.4125,4642337.17,708
605664.0199,4642338.874,709
605664.728,4642333.8,710
605664.6777,4642337.189,711
605663.3243,4642343.1,712
605605.2391,4642419.763,713
605610.3124,4642418.991,714
605546.773,4642394.323,715
605349.0338,4642416.385,716
605273.2852,4642447.036,717
605026.2756,4643020.38,718
604984.2917,4643121.433,719
605016.3561,4643092.252,720
605059.9377,4643011.557,721
604973.0251,4643113.217,722
603273.3867,4643830.952,723
603273.3313,4643834.764,724
603272.091,4643833.052,725
603268.9041,4643834.7,726
603284.8941,4643822.647,727
603273.3498,4643833.494,728
605518.6501,4642626.485,729
605572.7214,4642692.105,730
605617.218,4642635.574,731
605622.2219,4642639.461,732
605620.2676,4642643.245,733
605619.5028,4642652.13,734
605622.1905,4642641.579,735
605530.1885,4642701.64,736
605578.6787,4642674.4,737
605575.1097,4642659.096,738
605581.3096,4642667.661,739
605581.3662,4642663.849,740
605581.9925,4642664.282,741
605589.1143,4642653.373,742
605558.1346,4642694.43,743
605805.4551,4642826.47,744
605846.9856,4642756.764,745
605780.9831,4642855.337,746
605600.4569,4642741.659,747
605830.4003,4642765.837,748
605807.4662,4642818.875,749
605654.039,4642712.377,750
605815.4794,4642790.61,751
605942.5414,4642798.01,752
605950.2457,4642790.499,753
605779.4299,4642789.65,754
605777.5133,4642790.892,755
605780.0625,4642789.659,756
606330.3749,4642798.718,757
606229.8372,4642709.944,758
606179.9784,4642701.574,759
605789.9603,4642634.754,760
606037.2689,4642216.068,761
605913.3845,4642546.78,762
605880.6292,4642536.972,763
605876.9851,4642526.75,764
605806.3966,4642805.726,765
605872.73,4642897.373,766
605754.6932,4642836.306,767
605755.9961,4642833.784,768
605783.8704,4642788.869,769
605562.325,4642880.894,770
605602.6152,4642596.382,771
605604.4752,4642598.952,772
605605.8851,4642589.229,773
605589.9511,4642597.041,774
605600.7615,4642593.389,775
605873.2204,4642821.972,776
605841.2521,4642844.373,777
605791.3413,4642797.029,778
605797.9233,4642864.91,779
605896.6862,4642945.602,780
605817.4945,4642867.743,781
605844.9636,4642807.571,782
605909.687,4643007.223,783
605879.1169,4642850.868,784
605778.583,4642804.041,785
605796.6414,4642781.01,786
605793.4786,4642780.962,787
605797.8308,4642786.111,788
605794.6995,4642783.946,789
605797.2991,4642779.325,790
605790.9231,4642782.619,791
605901.0625,4642736.811,792
605901.2232,4642810.951,793
605947.6914,4642834.52,794
605860.6559,4642773.49,795
605837.2008,4642776.53,796
605856.1397,4642779.354,797
605771.5011,4642854.773,798
605831.1274,4642759.494,799
605833.5694,4642765.461,800
605818.5704,4642880.468,801
605820.5564,4642874.567,802
605909.8659,4642867.848,803
605825.4698,4642842.019,804
605836.3304,4642834.979,805
605861.757,4642784.521,806
605672.4718,4643089.692,807
605868.7765,4642738.025,808
605782.7042,4642867.225,809
605853.7293,4642771.268,810
605829.1157,4642894.605,811
605924.4713,4642864.253,812
605975.129,4642988.711,813
605729.6582,4642860.505,814
605849.5086,4642884.742,815
605775.0799,4642826.866,816
605791.0576,4642816.089,817
605790.381,4642819.044,818
605844.705,4642824.937,819
605824.2658,4642795.401,820
605936.5125,4642778.009,821
605891.1308,4642723.954,822
605851.3656,4642972.463,823
605869.2783,4642789.293,824
605968.2784,4642981.407,825
605834.8824,4642847.243,826
605909.7809,4642788.626,827
605742.9041,4642225.24,828
605720.5424,4642239.735,829
605722.5662,4642231.292,830
605723.6424,4642244.017,831
605713.8104,4642224.384,832
605719.809,4642246.502,833
605658.4394,4642501.469,834
605953.5342,4642994.32,835
605879.1438,4642891.538,836
605875.9621,4642892.761,837
605875.981,4642891.491,838
605875.4574,4642926.645,839
605841.0863,4642813.021,840
605899.6014,4642919.803,841
605899.6329,4642917.685,842
605896.844,4642935.013,843
605932.2829,4642849.542,844
605883.7372,4642922.956,845
605868.7344,4642953.234,846
606001.5386,4643042.06,847
605796.5846,4642784.822,848
606148.9258,4642832.015,849
606002.5249,4643018.351,850
606000.02,4643016.619,851
605996.2816,4643012.751,852
606000.6715,4643015.358,853
605910.274,4642967.833,854
605994.7892,4643027.98,855
605997.9329,4643029.297,856
605969.7971,4643006.848,857
605891.1244,4642724.378,858
605950.8238,4642879.049,859
605936.1931,4642884.339,860
605867.4597,4642868.911,861
605867.5119,4642907.886,862
605800.1067,4642888.242,863
605874.7286,4642890.625,864
605797.9989,4642859.827,865
605796.8221,4642853.879,866
605830.0049,4642834.885,867
605831.1376,4642843.798,868
605918.6057,4643003.12,869
605900.9514,4642999.044,870
605884.4218,4642961.941,871
605743.4081,4642829.36,872
605991.9414,4642964.391,873
605717.1987,4642889.974,874
605910.6618,4643026.725,875
606157.5091,4643062.181,876
605975.5405,4643003.545,877
606207.278,4642949.389,878
606227.0261,4642940.364,879
606241.189,4642924.053,880
606253.448,4642908.138,881
606027.434,4643002.624,882
606232.5585,4643120.494,883
606305.7048,4643094.475,884
606330.6374,4643161.784,885
606065.0857,4642726.548,886
606433.507,4643263.303,887
605820.1193,4642861.427,888
605810.6331,4642903.65,889
605902.7087,4642966.026,890
605896.5159,4642957.037,891
605907.3196,4642953.809,892
605900.3427,4642954.976,893
605838.047,4642889.655,894
605781.4833,4642864.241,895
605912.3785,4642911.52,896
605925.1557,4642903.238,897
605921.3036,4642906.993,898
605916.8758,4642906.927,899
605914.9908,4642906.052,900
605918.8582,4642986.178,901
606112.9844,4642908.582,902
606106.0011,4642910.172,903
606074.2031,4642921.136,904
606107.3105,4642907.226,905
606094.5381,4642745.628,906
606108.8404,4642762.363,907
605980.2917,4642769.765,908
606049.9623,4642807.238,909
605927.0444,4642818.961,910
606254.872,4642855.204,911
606257.3072,4642861.595,912
606261.1532,4642858.264,913
605938.6816,4642759.825,914
605855.1422,4642676.394,915
605856.9327,4642683.622,916
605989.8622,4642764.401,917
605915.7783,4642810.744,918
606134.5726,4642649.211,919
606109.6997,4642620.032,920
606121.491,4642635.459,921
606118.8848,4642640.504,922
605427.6089,4642920.411,923
605877.7777,4642898.296,924
605880.5682,4642923.332,925
605795.0127,4642847.921,926
605808.9225,4642848.551,927
605808.8658,4642852.363,928
605810.7193,4642855.356,929
605810.0994,4642854.5,930
605807.1699,4642838.782,931
605817.1079,4642851.215,932
605817.1079,4642851.215,933
605808.8343,4642854.481,934
605810.7698,4642851.968,935
605817.7152,4642852.919,936
605817.7152,4642852.919,937
605877.0994,4642858.887,938
605906.0089,4642914.391,939
605869.187,4642880.375,940
605902.0369,4642926.194,941
605902.0369,4642926.194,942
605952.6933,4643008.288,943
605997.6874,4643088.18,944
605885.5859,4642968.736,945
606768.2139,4643219.181,946
606768.2139,4643219.181,947
606770.7822,4643216.678,948
606765.6393,4643222.108,949
606766.9425,4643219.586,950
605870.8244,4642855.404,951
605870.8244,4642855.404,952
605879.4971,4642867.819,953
605880.7433,4642869.108,954
605840.2002,4642660.073,955
606036.9377,4642789.674,956
606036.9377,4642789.674,957
605974.7081,4642847.209,958
605977.3204,4642841.74,959
605870.3243,4642846.5,960
605882.7876,4642901.759,961
605882.7876,4642901.759,962
605910.3042,4642923.351,963
605910.2789,4642925.046,964
605918.1107,4642951.428,965
605905.2754,4642921.158,966
605905.2754,4642921.158,967
605912.1766,4642925.074,968
605913.53,4642919.163,969
605893.6371,4642937.931,970
605896.3818,4642923.568,971
605896.3818,4642923.568,972
605913.9227,4642935.267,973
605904.5923,4642924.537,974
605900.1456,4642925.742,975
605793.8232,4642842.819,976
605793.8232,4642842.819,977
605902.0825,4642965.593,978
605813.674,4642869.381,979
605887.7329,4642867.094,980
605889.6873,4642863.311,981
605843.421,4642826.188,982
606026.5746,4643060.227,983
606128.6909,4643085.475,984
606630.6856,4643024.359,985
606629.4205,4643024.34,986
606633.2412,4643022.702,987
606010.4367,4642954.499,988
606006.0216,4642953.586,989
606011.2146,4642944.767,990
606011.1261,4642950.697,991
606002.0305,4642966.659,992
605896.8503,4642934.589,993
605902.0165,4642885.1,994
605887.7486,4642950.976,995
605946.4311,4643003.958,996
605931.9206,4643001.2,997
605642.6625,4642583.844,998
605889.2078,4642895.5,999
605893.6167,4642896.837,1000
605868.5103,4642883.33,1001
605893.6482,4642894.719,1002
605836.1475,4642847.262,1003
605819.6633,4642849.559,1004
605811.6651,4642791.824,1005
605828.4913,4642936.537,1006
605886.7344,4642891.651,1007
605914.1485,4642877.655,1008
605901.8981,4642935.512,1009
606011.8669,4642985.87,1010
605944.1511,4642902.25,1011
605999.9181,4642981.032,1012
