x,y
273529.8086,4695095.368
273525.4508,4695088.061
273537.9013,4695134.014
273471.4109,4695200.976
273582.2882,4695104.786
273548.2154,4695111.447
273593.0003,4695137.788
273712.8831,4695276.532
273516.8761,4695205.062
273587.9235,4695108.272
273496.9733,4695142.787
273496.9544,4695014.949
273564.9623,4695162.819
273538.5391,4695237.71
273479.1051,4695184.052
273534.2649,4695189.714
273575.0144,4695134.702
273572.8749,4695195.912
273439.7164,4695324.284
273500.0491,4695194.49
273565.1194,4695210.948
273445.6918,4695170.35
273446.97,4695125.842
273586.4455,4695189.914
273520.0164,4695258.764
273462.5801,4695182.809
273591.9776,4695276.777
273582.7073,4695158.464
273574.8331,4695169.836
273517.518,4695308.869
273584.7842,4695265.893
273533.2048,4695284.238
273572.2796,4695006.951
273008.6352,4693385.54
273477.9999,4693451.925
273572.3151,4695262.628
273591.0808,4695289.812
273585.9012,4695343.672
273571.312,4695358.929
273571.034,4695266.338
273559.3438,4695327.857
273480.644,4695274.824
273878.2609,4695165.577
273508.1418,4695233.136
273490.5184,4695281.952
273542.9967,4695291.369
273565.1996,4695170.148
273528.1467,4695382.56
273451.7652,4695273.869
273559.7668,4695129.637
273444.9943,4695105.563
273483.9635,4695163.552
273566.3009,4695160.885
273536.4837,4695258.23
273479.4072,4695193.38
273375.1255,4695281.911
273506.547,4694929.375
273489.2205,4695198.621
273544.6764,4695172.702
273375.7841,4695131.817
273564.0826,4695092.369
273506.587,4695225.849
273520.6721,4695238.288
273495.3129,4695218.766
273570.0967,4695194.112
273522.811,4695177.078
273525.7491,4695267.805
273509.4031,4695312.8
273591.0808,4695289.812
273534.8817,4695295.3
273621.0173,4695196.132
273507.184,4695244.283
273404.4218,4696313.015
273584.5817,4695302.918
273562.0633,4695116.557
273393.1148,4695285.108
273440.4548,4695263.119
273550.6896,4695315.131
273416.3765,4695239.888
273520.5113,4695360.574
273448.1679,4695162.821
273390.8335,4695214.703
273411.3601,4695212.259
273423.4478,4695246.996
273417.4351,4695145.364
273368.5294,4695248.775
273512.8592,4695251.548
273427.6652,4695293.215
273412.8569,4695258.455
273437.6801,4695261.431
273419.4534,4695250.905
273411.7594,4695267.829
273424.4302,4695234.069
273428.9644,4695246.817
273409.5789,4695243.777
273461.4597,4695275.445
273422.0481,4695247.041
273408.2004,4695241.932
273433.5021,4695259.676
273402.1836,4695269.918
273425.1498,4695256.278
273422.1705,4695250.817
273434.0607,4695192.959
273363.6353,4695224.922
273428.9068,4695245.04
273420.9718,4695254.524
273407.0417,4695249.417
273512.5788,4695410.855
273425.5096,4695267.383
273421.033,4695256.412
273423.4478,4695246.996
273422.2892,4695254.481
273420.9106,4695252.636
273495.6309,4695355.822
273427.8851,4695213.503
273387.0189,4695224.165
273421.8107,4695239.712
273423.5702,4695250.771
273405.2822,4695238.358
273419.8707,4695263.786
273418.1112,4695252.727
273394.5725,4695246.153
273420.6732,4695245.307
273420.9106,4695252.636
273421.2704,4695263.741
273422.3503,4695256.369
273421.033,4695256.412
273423.509,4695248.884
273433.0812,4695246.684
273420.7919,4695248.972
273432.5234,4695272.714
273422.0481,4695247.041
273423.8688,4695259.988
273417.7514,4695241.622
273440.6347,4695268.672
273419.5721,4695254.569
273431.9619,4695298.634
273442.4553,4695281.619
273420.4933,4695239.755
273426.3448,4695252.46
273440.5159,4695265.007
273411.1585,4695249.284
273446.6915,4695244.464
273418.1724,4695254.615
273414.0555,4695254.748
273425.0886,4695254.391
273418.3523,4695260.167
273427.8669,4695256.19
273423.8076,4695258.101
273419.3922,4695249.017
273396.332,4695257.212
273425.0275,4695252.503
273420.9718,4695254.524
273412.4971,4695247.351
273430.6415,4695257.879
273420.9718,4695254.524
273383.9204,4695255.725
273426.165,4695246.908
273420.9106,4695252.636
273416.6139,4695247.217
273377.8029,4695237.358
273419.5109,4695252.682
273415.9338,4695269.472
273423.6277,4695252.548
273419.4534,4695250.905
273421.033,4695256.412
273409.82,4695251.217
273420.8531,4695250.859
273410.878,4695197.379
273429.0867,4695250.593
273420.7307,4695247.084
273418.1112,4695252.727
273420.612,4695243.419
273422.2892,4695254.481
273420.7919,4695248.972
273423.6277,4695252.548
273426.165,4695246.908
273423.5702,4695250.771
273367.0321,4695243.266
273420.9718,4695254.524
273419.3922,4695249.017
273424.9699,4695250.726
273426.7658,4695265.453
273425.0275,4695252.503
273437.9176,4695268.76
273424.9087,4695248.838
273423.8076,4695258.101
273423.509,4695248.884
273426.2261,4695248.796
273426.2873,4695250.683
273420.9106,4695252.636
273419.331,4695247.129
273433.9813,4695233.759
273423.4478,4695246.996
273420.9106,4695252.636
273421.9294,4695243.376
273521.154,4695253.169
273423.6277,4695252.548
273422.1705,4695250.817
273423.8688,4695259.988
273438.6953,4695252.06
273395.3713,4695227.562
273408.92,4695264.141
273401.3453,4695244.043
273429.3242,4695257.922
273412.4395,4695245.574
273419.5109,4695252.682
273422.1093,4695248.929
273401.4856,4695205.131
273399.6069,4695231.093
273415.3941,4695252.815
273417.712,4695197.157
273427.7446,4695252.415
273459.381,4695168.016
273419.2735,4695245.352
273389.6748,4695222.189
273428.7269,4695239.488
273424.6101,4695239.621
273460.9997,4695217.988
273513.1002,4695258.988
273416.6751,4695249.105
273423.7501,4695256.324
273422.0481,4695247.041
273422.228,4695252.593
273433.2611,4695252.236
273542.958,4695246.904
273416.6751,4695249.105
273419.4534,4695250.905
273419.4534,4695250.905
273422.1093,4695248.929
273419.5721,4695254.569
273422.0481,4695247.041
273422.0481,4695247.041
273425.2073,4695258.055
273422.1093,4695248.929
273410.0791,4695215.969
273468.0746,4695225.207
273418.1112,4695252.727
273415.0955,4695243.598
273421.0905,4695258.189
273419.4534,4695250.905
273420.8531,4695250.859
273438.3355,4695240.955
273418.1724,4695254.615
273417.9313,4695247.174
273422.4691,4695260.034
273422.228,4695252.593
273425.8663,4695237.691
273424.6101,4695239.621
273422.1705,4695250.817
273438.6377,4695250.283
273421.2704,4695263.741
273422.2892,4695254.481
273423.509,4695248.884
273425.9851,4695241.355
273422.1093,4695248.929
273416.9161,4695256.545
273511.603,4695253.478
