dt,lon,lat,id
5/18/18 12:00 AM,-121.938399,38.1098,1
5/18/18 2:00 AM,-121.938366,38.1098,2
5/18/18 6:02 PM,-121.938433,38.109783,3
5/18/18 8:00 PM,-121.938433,38.109833,4
5/18/18 10:00 PM,-121.938383,38.109783,5
5/19/18 12:00 AM,-121.938949,38.1115,6
5/19/18 2:00 AM,-121.937716,38.10925,7
5/19/18 4:00 AM,-121.938433,38.109983,8
5/19/18 12:00 PM,-121.938366,38.109616,9
5/19/18 2:00 PM,-121.938366,38.109533,10
5/19/18 4:03 PM,-121.938233,38.1097,11
5/19/18 6:00 PM,-121.938366,38.10955,12
5/19/18 8:00 PM,-121.938449,38.109833,13
5/19/18 10:00 PM,-121.938416,38.1098,14
5/20/18 12:04 AM,-121.938399,38.1098,15
5/20/18 2:00 AM,-121.938349,38.1098,16
5/20/18 4:00 AM,-121.938516,38.10995,17
5/20/18 12:00 PM,-121.938416,38.10985,18
5/20/18 2:06 PM,-121.938383,38.109783,19
5/20/18 4:00 PM,-121.938016,38.109916,20
5/20/18 6:00 PM,-121.938433,38.109183,21
5/20/18 8:00 PM,-121.938449,38.109816,22
5/20/18 10:02 PM,-121.938399,38.109833,23
5/21/18 12:00 AM,-121.938416,38.109783,24
5/21/18 2:00 AM,-121.938316,38.1098,25
5/21/18 4:00 AM,-121.938433,38.109933,26
5/22/18 12:13 AM,-121.938466,38.109916,27
5/22/18 1:00 AM,-121.938483,38.109816,28
5/22/18 2:00 AM,-121.939133,38.11025,29
5/22/18 3:00 AM,-121.938449,38.109916,30
5/22/18 4:02 AM,-121.938516,38.109883,31
5/22/18 12:00 PM,-121.938199,38.10965,32
5/22/18 1:00 PM,-121.938433,38.109566,33
5/22/18 2:00 PM,-121.938266,38.109333,34
5/22/18 3:00 PM,-121.938349,38.109716,35
5/22/18 4:00 PM,-121.938233,38.1097,36
5/22/18 5:00 PM,-121.938366,38.109483,37
5/22/18 6:00 PM,-121.938383,38.109483,38
5/22/18 7:02 PM,-121.938216,38.109816,39
5/22/18 8:00 PM,-121.938449,38.109833,40
5/22/18 9:00 PM,-121.938433,38.1098,41
5/22/18 10:00 PM,-121.938433,38.1098,42
5/22/18 11:07 PM,-121.938416,38.109816,43
5/23/18 12:00 AM,-121.938416,38.109816,44
5/23/18 1:00 AM,-121.938399,38.109833,45
5/23/18 2:00 AM,-121.938399,38.10985,46
5/23/18 3:00 AM,-121.938433,38.109866,47
