event-id,visible,timestamp,location-long,location-lat,acceleration-x,acceleration-y,acceleration-z,gps:activity-count,comments,external-temperature,gps:satellite-count,ground-speed,gsm:gsm-signal-strength,height-above-ellipsoid,import-marked-outlier,tag-voltage,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
6270719250,true,2018-06-18 00:01:00.000,-121.892283,38.120616,,,,,"SIMP10",37.0,,,,,false,4130.0,"gps","Circus cyaneus","48531276454","SIMP 10","Northern Harrier (Breeding), Suisun Marsh"
6270719251,true,2018-06-18 01:00:00.000,-121.892633,38.121316,,,,,"SIMP10",26.0,,,,,false,4130.0,"gps","Circus cyaneus","48531276454","SIMP 10","Northern Harrier (Breeding), Suisun Marsh"
6270719252,true,2018-06-18 02:00:00.000,-121.893133,38.121882,,,,,"SIMP10",24.0,,,,,false,4130.0,"gps","Circus cyaneus","48531276454","SIMP 10","Northern Harrier (Breeding), Suisun Marsh"
6275127220,true,2018-06-18 03:01:00.000,-121.893049,38.122432,,,,,"SIMP10",20.0,,,,,false,4080.0,"gps","Circus cyaneus","48531276454","SIMP 10","Northern Harrier (Breeding), Suisun Marsh"
6275127221,true,2018-06-18 04:00:00.000,-121.893149,38.122066,,,,,"SIMP10",22.0,,,,,false,4080.0,"gps","Circus cyaneus","48531276454","SIMP 10","Northern Harrier (Breeding), Suisun Marsh"
6275127222,true,2018-06-18 12:00:00.000,-121.892399,38.121232,,,,,"SIMP10",22.0,,,,,false,4080.0,"gps","Circus cyaneus","48531276454","SIMP 10","Northern Harrier (Breeding), Suisun Marsh"
6275127223,true,2018-06-18 13:00:00.000,-121.893933,38.121099,,,,,"SIMP10",17.0,,,,,false,4080.0,"gps","Circus cyaneus","48531276454","SIMP 10","Northern Harrier (Breeding), Suisun Marsh"
6280306195,true,2018-06-18 14:00:00.000,-121.892199,38.121116,,,,,"SIMP10",22.0,,,,,false,4140.0,"gps","Circus cyaneus","48531276454","SIMP 10","Northern Harrier (Breeding), Suisun Marsh"
6280306196,true,2018-06-18 15:00:00.000,-121.893116,38.120482,,,,,"SIMP10",18.0,,,,,false,4140.0,"gps","Circus cyaneus","48531276454","SIMP 10","Northern Harrier (Breeding), Suisun Marsh"
6280306197,true,2018-06-18 16:00:00.000,-121.892816,38.120532,,,,,"SIMP10",41.0,,,,,false,4140.0,"gps","Circus cyaneus","48531276454","SIMP 10","Northern Harrier (Breeding), Suisun Marsh"
6280306198,true,2018-06-18 17:00:00.000,-121.892599,38.122082,,,,,"SIMP10",36.0,,,,,false,4140.0,"gps","Circus cyaneus","48531276454","SIMP 10","Northern Harrier (Breeding), Suisun Marsh"
6280306199,true,2018-06-18 18:02:00.000,-121.893166,38.122149,,,,,"SIMP10",38.0,,,,,false,4130.0,"gps","Circus cyaneus","48531276454","SIMP 10","Northern Harrier (Breeding), Suisun Marsh"
6280306200,true,2018-06-18 19:00:00.000,-121.893183,38.122149,,,,,"SIMP10",53.0,,,,,false,4130.0,"gps","Circus cyaneus","48531276454","SIMP 10","Northern Harrier (Breeding), Suisun Marsh"
6280306201,true,2018-06-18 20:00:00.000,-121.893166,38.122166,,,,,"SIMP10",46.0,,,,,false,4130.0,"gps","Circus cyaneus","48531276454","SIMP 10","Northern Harrier (Breeding), Suisun Marsh"
6280306202,true,2018-06-18 21:00:00.000,-121.892499,38.121282,,,,,"SIMP10",54.0,,,,,false,4130.0,"gps","Circus cyaneus","48531276454","SIMP 10","Northern Harrier (Breeding), Suisun Marsh"
