event-id,visible,timestamp,location-long,location-lat,acceleration-x,acceleration-y,acceleration-z,gps:activity-count,id,external-temperature,gps:satellite-count,ground-speed,gsm:gsm-signal-strength,height-above-ellipsoid,import-marked-outlier,tag-voltage,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,x,y,utm-zone
9170503269,TRUE,10/1/18 19:02,-122.047683,38.2084,,,,,SIMP01,44,,,,,FALSE,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",583374.6344,4229366.434,10N
9170503270,TRUE,10/1/18 20:00,-122.047199,38.211833,,,,,SIMP01,41,,,,,FALSE,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",583413.0905,4229747.794,10N
9170503271,TRUE,10/1/18 21:00,-122.047199,38.210216,,,,,SIMP01,35,,,,,FALSE,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",583414.9363,4229568.372,10N
9170503272,TRUE,10/1/18 22:00,-122.044949,38.210733,,,,,SIMP01,37,,,,,FALSE,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",583611.33,4229627.767,10N
9170503285,TRUE,10/1/18 23:02,-122.029166,38.199266,,,,,SIMP01,35,,,,,FALSE,3810,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",585006.4422,4228369.758,10N
9170503286,TRUE,10/2/18 0:00,-122.046399,38.212033,,,,,SIMP01,32,,,,,FALSE,3810,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",583482.8997,4229770.707,10N
9170503287,TRUE,10/2/18 1:00,-122.040333,38.219916,,,,,SIMP01,29,,,,,FALSE,3810,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",584004.8947,4230650.889,10N
9170503288,TRUE,10/2/18 2:00,-122.044283,38.224716,,,,,SIMP01,26,,,,,FALSE,3810,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",583653.6247,4231179.92,10N
9170503253,TRUE,10/2/18 3:03,-122.046149,38.224049,,,,,SIMP01,31,,,,,FALSE,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",583491.0532,4231104.226,10N
9170503254,TRUE,10/2/18 4:00,-122.044149,38.224682,,,,,SIMP01,32,,,,,FALSE,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",583665.3929,4231176.269,10N
9170503255,TRUE,10/2/18 12:00,-122.044316,38.224649,,,,,SIMP01,23,,,,,FALSE,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",583650.8129,4231172.456,10N
9170503256,TRUE,10/2/18 13:00,-122.044299,38.224649,,,,,SIMP01,25,,,,,FALSE,3780,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",583652.301,4231172.472,10N
9170503237,TRUE,10/2/18 14:02,-122.040299,38.220099,,,,,SIMP01,20,,,,,FALSE,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",584007.6605,4230671.225,10N
9170503238,TRUE,10/2/18 18:00,-122.047866,38.2109,,,,,SIMP01,38,,,,,FALSE,3830,gps,Circus cyaneus,48531192911,SIMP 01,"Northern Harrier (Breeding), Suisun Marsh",583355.7609,4229643.668,10N
