x,y
556645.0562,7666848.292
556624.6173,7666728.804
557013.1725,7667224.95
556599.7918,7666769.164
556607.7066,7666771.244
556996.72,7667133.436
557002.4586,7667087.169
556669.1985,7666722.478
556303.7616,7667030.012
556910.4374,7667475.414
556956.2051,7667219.938
557028.4355,7667253.191
557006.1624,7667126.295
557003.8411,7667113.191
557004.0156,7667105.722
557007.3181,7667105.799
556991.3143,7667109.217
557046.1612,7667060.306
557052.7446,7667092.026
557005.9165,7667109.558
557005.3703,7667103.969
556990.8123,7667101.732
557004.522,7667111.31
557004.0156,7667105.722
557006.005,7667105.768
556951.0178,7667186.355
557034.9608,7667171.585
556972.3871,7667123.61
557006.5531,7667109.573
557001.982,7667107.57
556948.2864,7667076.535
557003.8854,7667111.296
557007.9502,7667107.71
557005.4146,7667102.073
556972.5871,7667144.027
557004.0156,7667105.722
557008.6727,7667104.046
557006.5974,7667107.678
557001.9377,7667109.465
557003.3392,7667105.706
557005.8748,7667111.342
557004.6523,7667105.736
557005.3703,7667103.969
557007.9059,7667109.605
557003.1205,7667115.07
557005.3286,7667105.752
557001.982,7667107.57
557007.3181,7667105.799
557003.3809,7667103.922
557000.499,7667113.113
557000.1228,7667101.95
557004.6523,7667105.736
557004.522,7667111.31
557014.6244,7667133.855
557005.2401,7667109.543
557003.3809,7667103.922
557004.6523,7667105.736
557000.6292,7667107.539
557006.3369,7667118.826
556997.9172,7667111.156
557005.3286,7667105.752
557005.1099,7667115.117
557007.9502,7667107.71
557001.1753,7667113.128
557006.5531,7667109.573
557006.5974,7667107.678
557002.1122,7667101.996
557005.0682,7667116.9
557002.1122,7667101.996
556900.7382,7667095.949
557005.2401,7667109.543
557007.49,7667098.441
556893.5471,7667090.205
557004.5637,7667109.527
557003.4252,7667102.027
557005.3286,7667105.752
557006.005,7667105.768
557005.2844,7667107.647
557004.6939,7667103.953
557007.3597,7667104.015
557006.6833,7667103.999
557005.4146,7667102.073
556854.612,7666996.272
557004.0156,7667105.722
557004.1016,7667102.043
557006.6833,7667103.999
557006.7719,7667100.209
557003.9271,7667109.512
557007.3181,7667105.799
557011.8847,7667109.698
557001.3056,7667107.554
557006.5114,7667111.357
557005.2401,7667109.543
557001.982,7667107.57
557002.7045,7667103.906
557005.2844,7667107.647
557002.0679,7667103.891
557005.2844,7667107.647
557006.7276,7667102.104
557015.8635,7667109.791
557006.6417,7667105.783
557003.2507,7667109.496
557003.295,7667107.601
557005.1984,7667111.326
557002.7045,7667103.906
557005.4146,7667102.073
557007.3181,7667105.799
557008.0804,7667102.136
557001.2613,7667109.45
557008.6311,7667105.829
557013.242,7667107.833
557001.9377,7667109.465
556955.5915,7666877.828
557005.3703,7667103.969
557002.6186,7667107.585
557006.6833,7667103.999
557004.6939,7667103.953
557003.2507,7667109.496
556936.0012,7667091.195
557005.3286,7667105.752
557003.9271,7667109.512
557004.6939,7667103.953
557006.0467,7667103.984
557001.3056,7667107.554
557007.3181,7667105.799
557005.2844,7667107.647
556953.2055,7666980.056
557009.3934,7667102.166
557006.6417,7667105.783
557004.608,7667107.632
557010.5319,7667109.666
557004.608,7667107.632
557003.8411,7667113.191
557009.3934,7667102.166
557005.9608,7667107.663
557007.3597,7667104.015
557006.005,7667105.768
557008.0361,7667104.031
557005.8748,7667111.342
557011.6876,7667089.17
557007.5342,7667096.546
557007.8199,7667113.284
557001.982,7667107.57
557008.1247,7667100.241
557005.9608,7667107.663
556999.1417,7667114.977
557003.9271,7667109.512
557010.2714,7667120.814
557003.295,7667107.601
557003.9714,7667107.617
557006.5531,7667109.573
557001.982,7667107.57
557005.9608,7667107.663
557005.1984,7667111.326
557004.0573,7667103.938
557003.209,7667111.28
557010.4459,7667113.345
557004.608,7667107.632
557004.608,7667107.632
557005.1984,7667111.326
557004.6523,7667105.736
557005.9165,7667109.558
557007.2295,7667109.589
557004.0156,7667105.722
557005.2401,7667109.543
557004.6523,7667105.736
557003.9714,7667107.617
557004.6523,7667105.736
557015.3008,7667133.87
557005.3703,7667103.969
556791.0496,7667046.881
557006.5531,7667109.573
557007.49,7667098.441
557007.2738,7667107.694
556999.6879,7667120.567
557006.6417,7667105.783
557003.295,7667107.601
557003.295,7667107.601
557003.295,7667107.601
557004.6523,7667105.736
557015.9937,7667104.217
557006.5974,7667107.678
557001.3498,7667105.659
557004.522,7667111.31
557000.2828,7667122.365
557000.1228,7667101.95
557003.4695,7667100.132
557006.091,7667102.089
557005.1541,7667113.221
557007.2295,7667109.589
557010.2,7667096.608
557549.9352,7666350.797
557036.6279,7667073.021
557003.3809,7667103.922
557002.1122,7667101.996
557007.404,7667102.12
557030.9265,7666976.294
556376.1125,7667516.881
557009.427,7667044.501
557004.3974,7667031.444
557004.608,7667107.632
556481.995,7667528.588
557000.0785,7667103.845
557005.3703,7667103.969
557007.3181,7667105.799
557004.522,7667111.31
556483.7543,7666535.922
558173.7495,7665127.469
557003.9714,7667107.617
556741.3061,7667503.04
556904.5077,7666934.303
557000.0785,7667103.845
557004.1459,7667100.148
556996.39,7667118.594
557161.8636,7666767.43
556634.9051,7666827.645
556789.3033,7667065.468
556905.3855,7667350.705
557036.9495,7667030.309
556510.7629,7666428.799
557001.3915,7667103.876
557004.6523,7667105.736
557004.6939,7667103.953
557003.1205,7667115.07
556986.8921,7667071.859
556825.4798,7666594.048
556978.8193,7667274.34
557028.4262,7667338.743
557002.6628,7667105.69
556996.1295,7667129.742
556892.609,7667103.121
556665.7644,7666441.651
556934.1985,7667139.45
556892.7847,7667010.212
557006.5974,7667107.678
557095.6187,7666961.076
556594.3181,7667005.168
556338.4874,7667250.212
556952.8287,7667279.311
556959.9332,7667288.734
557075.8105,7667919.864
556630.2204,7667487.409
556458.5009,7666221.241
556422.9474,7667069.908
556426.3294,7668386.16
556671.4642,7666768.931
557022.2071,7667264.2
557139.4868,7667410.051
557133.736,7667400.658
556893.8379,7667021.391
556399.4432,7666851.861
556857.7499,7667146.925
556416.2669,7666411.667
556818.54,7667092.138
556835.4229,7667107.366
556641.9644,7666552.639
557001.4358,7667101.98
556954.888,7667305.348
555788.1349,7667207.785
556880.024,7667045.273
556996.3601,7667092.604
556593.5686,7666664.952
556458.5402,7666477.784
556699.9564,7666769.593
556075.017,7666792.407
557004.1459,7667100.148
557095.0641,7667040.926
556861.3299,7667020.633
556493.7393,7667250.01
555925.6043,7667259.229
556741.9886,7666960.188
557023.5201,7667264.231
557004.0156,7667105.722
557002.6186,7667107.585
557002.7045,7667103.906
557009.3491,7667104.062
557022.6872,7667100.581
555730.3571,7667267.811
556926.2726,7667081.598
557079.5488,7667079.602
557018.6995,7667186.039
556915.1474,7666676.112
557013.0559,7666405.122
557019.0897,7667312.424
556987.425,7666878.572
555853.338,7667402.575
555366.6635,7667828.379
556925.1148,7667187.535
557009.5489,7667124.478
555770.2842,7667088.365
556457.7133,7666542.793
556983.617,7667097.883
556911.9048,7667270.882
556956.1007,7667253.398
557268.6756,7666202.86
556860.9171,7668660.16
556935.4212,7667145.055
557055.5929,7667423.034
556795.0839,7667102.746
556849.7514,7665979.244
556759.1739,7665964.198
557074.4626,7667155.777
557028.7561,7667069.157
556733.4109,7667015.759
556845.2508,7666086.999
557085.4241,7667226.639
556952.8196,7667961.605
557642.0935,7666579.736
557120.5029,7667173.586
557003.3809,7667103.922
557003.3392,7667105.706
557011.3828,7667102.213
557011.7398,7667143.157
557055.3806,7667006.535
556308.4465,7666338.572
557033.0566,7667026.537
557373.4751,7666967.593
557086.8787,7667135.544
556888.8187,7666582.585
556959.9332,7667288.734
556891.3906,7667240.734
557358.3854,7666762.672
556866.6708,7666593.222
557006.5282,7667224.794
557279.3451,7667556.549
557336.7616,7667399.844
557294.1442,7667153.453
556907.0315,7667280.138
556925.5049,7667170.813
556942.2262,7667165.626
557407.1221,7666919.975
557076.0028,7667061.003
557038.939,7667030.355
557051.7116,7667192.388
557252.8513,7667187.842
557011.2969,7667105.892
556514.5911,7666149.926
557040.2259,7667286.929
557062.6583,7667291.135
557170.2483,7667031.532
557109.1384,7667006.008
557047.106,7667248.051
557068.4172,7666932.554
557187.7316,7666965.017
556553.4513,7666734.627
556892.5302,7666850.368
555591.78,7667816.769
555593.1756,7667814.904
555412.9165,7667193.658
557208.3513,7667019.486
556944.5072,7667323.733
556985.1978,7667001.214
556730.2463,7667264.867
556665.8037,7668611.002
556286.5334,7666884.612
556971.3897,7667309.525
556957.8997,7667290.583
556188.3635,7666884.246
555861.6054,7667272.709
557250.5669,7666436.671
557048.8346,7667259.245
557438.3225,7666580.509
557030.0191,7667297.845
557933.4232,7665993.566
557920.9389,7665848.265
557902.5677,7665838.572
555241.5161,7667351.502
557016.0741,7666674.787
556899.7114,7667196.312
557622.3778,7665783.645
557516.2878,7666876.145
556995.4499,7666988.404
556872.0523,7667158.412
557905.1393,7665898.084
557907.3941,7665886.984
555523.5309,7668367.221
556990.3527,7668031.191
556969.5493,7667274.124
557073.5958,7667051.578
557110.6365,7667452.207
555385.3419,7666977.427
557040.156,7666978.294
557898.9119,7665853.32
557904.381,7665846.088
556779.057,7666278.869
555889.0515,7667117.182
555676.4862,7667041.607
557088.9872,7667215.568
556671.6016,7666648.136
