x,y
353867.2763,4727905.591
353871.5294,4727912.944
353872.5703,4727896.258
353872.7274,4727903.698
353876.7437,4727899.836
353875.1166,4727888.761
353873.9231,4727894.341
353874.0028,4727898.116
353875.3511,4727899.865
353875.548,4727909.193
353879.4471,4727899.779
353872.5703,4727896.258
353877.0579,4727914.716
353866.887,4727887.157
353868.5915,4727901.897
353868.5517,4727900.009
353799.6683,4727808.921
353870.1413,4727909.307
353871.452,4727909.28
353865.928,4727903.842
353863.1029,4727902.013
353859.0842,4727905.764
353843.7808,4727891.311
353839.7622,4727895.062
353868.6314,4727903.785
353855.1453,4727913.29
353878.8092,4727803.583
353867.356,4727909.366
353870.1014,4727907.42
353853.912,4727916.983
353868.6689,4727905.561
353872.9994,4727916.579
353866.0453,4727909.394
353860.3596,4727900.182
353874.4319,4727918.438
353863.063,4727900.125
