dt,lon,lat,id
6/4/18 1:06 AM,-122.010616,38.235916,1
6/4/18 2:00 AM,-122.01435,38.237016,2
6/4/18 3:00 AM,-122.014316,38.237233,3
6/4/18 4:00 AM,-122.01435,38.237666,4
6/4/18 12:02 PM,-122.01455,38.236533,5
6/4/18 1:00 PM,-122.01125,38.236716,6
6/4/18 2:00 PM,-122.014983,38.236683,7
6/4/18 3:00 PM,-122.011583,38.236983,8
6/4/18 4:02 PM,-122.011266,38.236983,9
6/4/18 5:00 PM,-122.01125,38.237016,10
6/4/18 6:00 PM,-122.011233,38.237016,11
6/4/18 7:00 PM,-122.011466,38.238199,12
6/4/18 8:02 PM,-122.01125,38.236999,13
6/4/18 9:00 PM,-122.011266,38.237133,14
6/4/18 10:00 PM,-122.011316,38.237099,15
6/4/18 11:00 PM,-122.0116,38.237683,16
6/5/18 11:03 PM,-122.0108,38.236583,17
6/6/18 12:00 AM,-122.011133,38.236466,18
6/6/18 1:00 AM,-122.013416,38.238366,19
6/6/18 2:00 AM,-122.011133,38.236933,20
6/6/18 3:03 AM,-122.01145,38.237099,21
6/6/18 4:00 AM,-122.011216,38.237399,22
6/6/18 12:00 PM,-122.01125,38.237033,23
6/6/18 1:00 PM,-122.011216,38.237049,24
6/6/18 2:28 PM,-122.014133,38.230732,25
6/6/18 3:00 PM,-122.01335,38.237149,26
6/6/18 4:00 PM,-122.01185,38.237199,27
6/6/18 5:00 PM,-122.010666,38.236399,28
6/7/18 2:14 AM,-122.01115,38.237016,29
6/7/18 3:00 AM,-122.0112,38.237183,30
6/7/18 4:00 AM,-122.011016,38.237333,31
6/7/18 12:00 PM,-122.0112,38.237049,32
6/7/18 1:03 PM,-122.0112,38.236999,33
6/7/18 2:00 PM,-122.011066,38.236999,34
6/7/18 3:00 PM,-122.011066,38.237133,35
6/7/18 4:01 PM,-122.011183,38.236999,36
6/7/18 5:00 PM,-122.011516,38.236816,37
6/7/18 6:00 PM,-122.011766,38.236983,38
6/7/18 7:00 PM,-122.011266,38.237033,39
6/7/18 8:00 PM,-122.011183,38.236899,40
6/7/18 9:02 PM,-122.0116,38.236799,41
6/7/18 10:00 PM,-122.011183,38.236999,42
6/7/18 11:00 PM,-122.01125,38.236983,43
6/8/18 12:01 AM,-122.0112,38.237033,44
6/8/18 1:02 AM,-122.012233,38.238266,45
6/8/18 2:00 AM,-122.011333,38.237083,46
6/8/18 3:00 AM,-122.01125,38.237033,47
6/8/18 4:00 AM,-122.0109,38.236799,48
6/9/18 7:33 PM,-122.011283,38.237033,49
6/9/18 8:00 PM,-122.011266,38.237033,50
6/9/18 9:00 PM,-122.011216,38.236933,51
6/9/18 10:00 PM,-122.0108,38.236299,52
6/9/18 11:02 PM,-122.011233,38.236833,53
6/10/18 12:00 AM,-122.011316,38.237333,54
6/10/18 1:00 AM,-122.011316,38.236283,55
6/10/18 2:00 AM,-122.0111,38.237083,56
6/10/18 3:02 AM,-122.011183,38.236966,57
6/10/18 4:00 AM,-122.01115,38.237716,58
6/10/18 12:00 PM,-122.011066,38.236883,59
6/10/18 1:00 PM,-122.011333,38.236766,60
6/10/18 2:03 PM,-122.010916,38.237749,61
6/10/18 3:00 PM,-122.012733,38.238483,62
6/10/18 4:00 PM,-122.011016,38.236799,63
6/10/18 5:00 PM,-122.011266,38.236933,64
6/10/18 6:02 PM,-122.0111,38.236966,65
6/10/18 7:00 PM,-122.01125,38.236999,66
6/10/18 8:00 PM,-122.011116,38.237016,67
6/10/18 9:00 PM,-122.01105,38.236899,68
6/10/18 10:02 PM,-122.010766,38.236733,69
6/10/18 11:00 PM,-122.01145,38.236483,70
6/11/18 12:00 AM,-122.0111,38.237083,71
6/11/18 1:00 AM,-122.0113,38.237233,72
6/11/18 2:02 AM,-122.01125,38.237016,73
6/11/18 3:00 AM,-122.011233,38.236849,74
6/11/18 4:00 AM,-122.0111,38.237049,75
6/11/18 12:00 PM,-122.011716,38.236416,76
6/11/18 1:02 PM,-122.0112,38.236866,77
6/11/18 2:00 PM,-122.011266,38.236999,78
6/11/18 3:00 PM,-122.010833,38.237549,79
6/11/18 4:00 PM,-122.011233,38.236966,80
6/11/18 5:02 PM,-122.010683,38.237133,81
6/11/18 6:00 PM,-122.011583,38.239083,82
6/11/18 7:00 PM,-122.011233,38.236883,83
6/11/18 8:00 PM,-122.011216,38.236999,84
6/11/18 9:02 PM,-122.012066,38.237816,85
6/11/18 10:00 PM,-122.011133,38.236866,86
6/11/18 11:00 PM,-122.011266,38.236983,87
6/12/18 12:00 AM,-122.011383,38.236799,88
6/12/18 1:02 AM,-122.01125,38.236399,89
6/12/18 2:00 AM,-122.011266,38.236499,90
6/12/18 3:00 AM,-122.01255,38.228716,91
6/12/18 4:00 AM,-122.011316,38.237049,92
6/12/18 12:02 PM,-122.0113,38.236849,93
6/12/18 1:00 PM,-122.0123,38.237883,94
6/12/18 2:00 PM,-122.012083,38.238249,95
6/12/18 3:00 PM,-122.011433,38.237933,96
6/12/18 4:02 PM,-122.01155,38.237716,97
6/12/18 5:00 PM,-122.010916,38.236533,98
6/12/18 6:00 PM,-122.011266,38.237033,99
6/12/18 7:00 PM,-122.011266,38.236999,100
6/12/18 8:02 PM,-122.011316,38.236999,101
6/12/18 9:00 PM,-122.011283,38.237016,102
6/12/18 10:00 PM,-122.011266,38.236999,103
6/12/18 11:00 PM,-122.011233,38.237033,104
6/13/18 12:02 AM,-122.011183,38.236949,105
6/13/18 1:00 AM,-122.013466,38.238716,106
