event-id,visible,timestamp,location-long,location-lat,acceleration-raw-x,acceleration-raw-y,acceleration-raw-z,bar:barometric-height,battery-charge-percent,battery-charging-current,external-temperature,gps:hdop,gps:satellite-count,gps-time-to-fix,ground-speed,heading,height-above-msl,import-marked-outlier,gls:light-level,mag:magnetic-field-raw-x,mag:magnetic-field-raw-y,mag:magnetic-field-raw-z,orn:transmission-protocol,tag-voltage,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
10496162859,true,2019-06-03 00:11:49.000,-121.97669219970703,38.138343811035156,155.0,-260.0,713.0,0.0,100,2.0,27.0,1.3,7,8.02,1.3888888888888888,189.0,2.0,false,2047.0,0.048,-0.049,0.248,"GPRS",4183.0,"gps","Circus cyaneus","191629","NOHA 629","Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496162860,true,2019-06-03 00:41:49.000,-121.97332763671875,38.143470764160156,-149.0,294.0,964.0,0.0,100,0.0,28.0,1.1,7,8.0,0.0,305.0,-4.0,false,2047.0,0.034,0.397,0.259,"GPRS",4181.0,"gps","Circus cyaneus","191629","NOHA 629","Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496162861,true,2019-06-03 01:12:11.000,-121.97334289550781,38.142459869384766,-28.0,28.0,995.0,0.0,100,0.0,30.0,1.4,4,29.94,0.2777777777777778,141.0,-7.0,false,2047.0,0.198,0.247,0.258,"GPRS",4175.0,"gps","Circus cyaneus","191629","NOHA 629","Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496162862,true,2019-06-03 01:41:48.000,-121.97345733642578,38.143558502197266,241.0,126.0,970.0,0.0,100,0.0,27.0,1.2,4,6.99,0.0,302.0,-9.0,false,480.0,-0.142,0.361,0.273,"GPRS",4172.0,"gps","Circus cyaneus","191629","NOHA 629","Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496162863,true,2019-06-03 02:12:27.000,-121.97333526611328,38.14353942871094,84.0,-821.0,547.0,0.0,100,0.0,26.0,1.5,6,45.79,0.0,0.0,6.0,false,160.0,0.343,0.396,0.035,"GPRS",4172.0,"gps","Circus cyaneus","191629","NOHA 629","Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496162864,true,2019-06-03 02:42:03.000,-121.97337341308594,38.143531799316406,214.0,284.0,937.0,0.0,100,0.0,25.0,2.0,6,21.89,0.0,310.0,-5.0,false,16.0,-0.009,0.253,0.282,"GPRS",4167.0,"gps","Circus cyaneus","191629","NOHA 629","Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496162865,true,2019-06-03 03:12:11.000,-121.97338104248047,38.143550872802734,141.0,352.0,919.0,0.0,100,0.0,24.0,1.4,8,29.85,0.0,335.0,-6.0,false,48.0,-0.336,0.408,0.169,"GPRS",4164.0,"gps","Circus cyaneus","191629","NOHA 629","Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496162866,true,2019-06-03 03:41:55.000,-121.97338104248047,38.14352035522461,19.0,-22.0,1003.0,0.0,100,0.0,24.0,1.4,8,13.92,0.0,0.0,-11.0,false,0.0,0.169,0.302,0.212,"GPRS",4158.0,"gps","Circus cyaneus","191629","NOHA 629","Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10496162867,true,2019-06-03 04:00:53.000,-121.97343444824219,38.143558502197266,20.0,-31.0,1003.0,0.0,100,0.0,27.0,1.4,7,10.9,0.0,0.0,-13.0,false,0.0,0.205,0.266,0.228,"GPRS",4161.0,"gps","Circus cyaneus","191629","NOHA 629","Northern Harrier (Breeding), Ornitela, Suisun Marsh"
10530703099,true,2019-06-03 21:43:09.000,-121.9746322631836,38.138710021972656,-120.0,289.0,1143.0,0.0,100,11.0,38.0,1.4,4,9.22,4.444444444444445,272.0,-18.0,false,2047.0,0.065,0.094,0.379,"GPRS",4183.0,"gps","Circus cyaneus","191629","NOHA 629","Northern Harrier (Breeding), Ornitela, Suisun Marsh"
