event-id,visible,timestamp,x,y,acceleration-x,acceleration-y,acceleration-z,gps:activity-count,comments,external-temperature,gps:satellite-count,ground-speed,gsm:gsm-signal-strength,height-above-ellipsoid,import-marked-outlier,mw:activity-count,tag-voltage,transmission-timestamp,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone
7997236421,TRUE,00:00.0,-121.934133,38.1632,,,,,FOWL37,19,,,,,FALSE,,4120,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",593373.7955,4224459.342,10N
7998016312,TRUE,00:00.0,-121.999116,38.097949,,,,,FOWL37,22,,,,,FALSE,,4110,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",587759.0089,4217155.731,10N
7998016313,TRUE,01:00.0,-121.946149,38.109883,,,,,FOWL37,27,,,,,FALSE,,4110,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",592388.3265,4218531.299,10N
7998016314,TRUE,00:00.0,-121.927049,38.110316,,,,,FOWL37,33,,,,,FALSE,,4110,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",594062.2642,4218598.527,10N
7998016315,TRUE,00:00.0,-121.929132,38.090783,,,,,FOWL37,21,,,,,FALSE,,4110,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",593904.6473,4216429.063,10N
8000380865,TRUE,00:00.0,-121.966867,38.133032,,,,,FOWL37,34,,,,,FALSE,,4060,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",590543.3913,4221079.464,10N
8000380866,TRUE,00:00.0,-121.966833,38.133032,,,,,FOWL37,30,,,,,FALSE,,4060,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",590546.3711,4221079.497,10N
8000380867,TRUE,00:00.0,-121.928266,38.082716,,,,,FOWL37,19,,,,,FALSE,,4060,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",593990.9184,4215534.837,10N
8000380868,TRUE,00:00.0,-121.936466,38.080482,,,,,FOWL37,28,,,,,FALSE,,4060,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",593274.5978,4215278.69,10N
8003474214,TRUE,00:00.0,-121.923449,38.126449,,,,,FOWL37,24,,,,,FALSE,,4040,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",594357.109,4220392.283,10N
8003474215,TRUE,00:00.0,-121.931899,38.117582,,,,,FOWL37,25,,,,,FALSE,,4040,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",593627.7902,4219399.85,10N
8003474216,TRUE,01:00.0,-121.932649,38.116966,,,,,FOWL37,27,,,,,FALSE,,4040,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",593562.8308,4219330.743,10N
8003474217,TRUE,00:00.0,-121.932966,38.115816,,,,,FOWL37,31,,,,,FALSE,,4040,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",593536.5092,4219202.821,10N
8003474218,TRUE,03:00.0,-121.932132,38.1166,,,,,FOWL37,33,,,,,FALSE,,3990,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",593608.619,4219290.654,10N
8003474219,TRUE,00:00.0,-121.923116,38.129832,,,,,FOWL37,31,,,,,FALSE,,3990,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",594381.9399,4220767.997,10N
8003474220,TRUE,00:00.0,-121.937583,38.118382,,,,,FOWL37,32,,,,,FALSE,,3990,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",593128.5112,4219482.899,10N
8003474221,TRUE,00:00.0,-121.923282,38.127932,,,,,FOWL37,29,,,,,FALSE,,3990,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",594369.8372,4220557.006,10N
8024162495,TRUE,00:00.0,-121.583499,38.075316,,,,,FOWL37,25,,,,,FALSE,,4030,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",624240.7648,4215118.758,10N
8024162496,TRUE,01:00.0,-121.514033,37.978267,,,,,FOWL37,28,,,,,FALSE,,4030,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",630506.0118,4204445.236,10N
8024162497,TRUE,00:00.0,-121.506833,37.955416,,,,,FOWL37,27,,,,,FALSE,,4030,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",631179.0526,4201919.792,10N
8024162498,TRUE,00:00.0,-121.506883,37.955483,,,,,FOWL37,32,,,,,FALSE,,4030,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",631174.5405,4201927.156,10N
8024162491,TRUE,03:00.0,-121.538516,37.950783,,,,,FOWL37,37,,,,,FALSE,,4130,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",628403.5255,4201361.561,10N
8024162492,TRUE,00:00.0,-121.645483,38.105416,,,,,FOWL37,45,,,,,FALSE,,4130,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",618755.2021,4218377.598,10N
8024162493,TRUE,00:00.0,-121.681966,38.194916,,,,,FOWL37,41,,,,,FALSE,,4130,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",615415.3258,4228262.646,10N
8024162494,TRUE,00:00.0,-121.675949,38.288116,,,,,FOWL37,29,,,,,FALSE,,4130,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",615794.2786,4238611.972,10N
8024162503,TRUE,04:00.0,-121.680666,38.321449,,,,,FOWL37,30,,,,,FALSE,,4070,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",615328.9363,4242304.862,10N
8024162504,TRUE,00:00.0,-121.672432,38.349566,,,,,FOWL37,26,,,,,FALSE,,4070,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",616003.889,4245435.187,10N
8024162505,TRUE,00:00.0,-121.672416,38.349566,,,,,FOWL37,34,,,,,FALSE,,4070,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",616005.2871,4245435.207,10N
8024162506,TRUE,00:00.0,-121.674566,38.347099,,,,,FOWL37,30,,,,,FALSE,,4070,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",615821.3405,4245158.755,10N
8024162487,TRUE,03:00.0,-121.676032,38.346966,,,,,FOWL37,33,,,,,FALSE,,4050,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",615693.4423,4245142.159,10N
8024162488,TRUE,00:00.0,-121.673982,38.347899,,,,,FOWL37,32,,,,,FALSE,,4050,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",615871.0998,4245248.261,10N
8024162489,TRUE,00:00.0,-121.673999,38.348033,,,,,FOWL37,39,,,,,FALSE,,4050,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",615869.4007,4245263.109,10N
8024162490,TRUE,00:00.0,-121.679266,38.343083,,,,,FOWL37,28,,,,,FALSE,,4050,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",615416.9943,4244707.233,10N
8024162499,TRUE,02:00.0,-121.684833,38.340999,,,,,FOWL37,28,,,,,FALSE,,4010,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",614933.776,4244469.037,10N
8024162500,TRUE,00:00.0,-121.684916,38.341066,,,,,FOWL37,26,,,,,FALSE,,4010,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",614926.4163,4244476.368,10N
8024162501,TRUE,00:00.0,-121.668732,38.275816,,,,,FOWL37,16,,,,,FALSE,,4010,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",616445.1152,4237256.173,10N
8024162502,TRUE,00:00.0,-121.689849,38.261816,,,,,FOWL37,20,,,,,FALSE,,4010,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",614619.9542,4235676.297,10N
8030653901,TRUE,00:00.0,-121.686783,38.193183,,,,,FOWL37,32,,,,,FALSE,,3950,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",614996.2272,4228064.358,10N
8030653902,TRUE,00:00.0,-121.683416,38.198633,,,,,FOWL37,23,,,,,FALSE,,3950,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",615282.4878,4228673.29,10N
8030653903,TRUE,00:00.0,-121.675532,38.201816,,,,,FOWL37,27,,,,,FALSE,,3950,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",615967.8043,4229036.326,10N
8030653904,TRUE,00:00.0,-121.674249,38.203,,,,,FOWL37,33,,,,,FALSE,,3950,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",616078.2656,4229169.313,10N
8030653905,TRUE,03:00.0,-121.674282,38.202816,,,,,FOWL37,35,,,,,FALSE,,3890,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",616075.6683,4229148.854,10N
8030653906,TRUE,00:00.0,-121.689866,38.281616,,,,,FOWL37,19,,,,,FALSE,,3890,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",614587.3439,4237873.364,10N
8030653907,TRUE,00:00.0,-121.677349,38.237366,,,,,FOWL37,28,,,,,FALSE,,3890,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",615752.356,4232978.796,10N
8030653908,TRUE,00:00.0,-121.672266,38.204166,,,,,FOWL37,32,,,,,FALSE,,3890,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",616250.0431,4229301.183,10N
8033373658,TRUE,04:00.0,-121.658083,38.349216,,,,,FOWL37,23,,,,,FALSE,,3880,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",617258.3329,4245414.475,10N
8033373659,TRUE,01:00.0,-121.65525,38.325032,,,,,FOWL37,21,,,,,FALSE,,3880,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",617544.9703,4242734.486,10N
8033373660,TRUE,00:00.0,-121.672832,38.349349,,,,,FOWL37,36,,,,,FALSE,,3880,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",615969.2814,4245410.605,10N
8033373661,TRUE,00:00.0,-121.672832,38.349366,,,,,FOWL37,32,,,,,FALSE,,3880,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",615969.2542,4245412.491,10N
8036965648,TRUE,07:00.0,-121.669566,38.2611,,,,,FOWL37,20,,,,,FALSE,,3830,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",616395.6512,4235622.174,10N
8036965649,TRUE,00:00.0,-121.698133,38.280232,,,,,FOWL37,22,,,,,FALSE,,3830,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",613866.4258,4237709.577,10N
8036965650,TRUE,00:00.0,-121.689883,38.301783,,,,,FOWL37,21,,,,,FALSE,,3830,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",614554.1433,4240111.163,10N
8036965651,TRUE,00:00.0,-121.686516,38.306083,,,,,FOWL37,24,,,,,FALSE,,3830,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",614841.7783,4240592.489,10N
8036965644,TRUE,03:00.0,-121.681032,38.340949,,,,,FOWL37,28,,,,,FALSE,,3790,,gps,Circus cyaneus,48536496590,FOWL 37.2,"Northern Harrier (Wintering), Suisun Marsh",615266.0421,4244468.227,10N
