dt,lon,lat,id
6/11/18 12:00 AM,-122.000833,38.193016,1
6/11/18 1:00 AM,-122.002616,38.195149,2
6/11/18 2:02 AM,-122.001666,38.192583,3
6/11/18 3:00 AM,-122.000716,38.192649,4
6/11/18 4:00 AM,-122.002583,38.195066,5
6/11/18 12:00 PM,-122.002683,38.195066,6
6/29/18 7:02 PM,-122.00495,38.198083,7
6/29/18 8:00 PM,-121.996266,38.225866,8
6/29/18 9:00 PM,-122.0106,38.223916,9
6/29/18 10:00 PM,-121.995333,38.189049,10
6/29/18 11:02 PM,-121.983533,38.197666,11
6/30/18 12:00 AM,-121.982633,38.188366,12
6/30/18 1:00 AM,-121.97685,38.185466,13
6/30/18 2:00 AM,-121.9807,38.2029,14
6/30/18 3:02 AM,-122.000283,38.193066,15
6/30/18 4:00 AM,-122.001016,38.195133,16
6/30/18 12:00 PM,-122.001616,38.196733,17
6/30/18 1:00 PM,-122.000783,38.195199,18
7/7/18 5:02 PM,-121.991566,38.2142,19
7/7/18 6:00 PM,-122.00115,38.192983,20
7/7/18 7:00 PM,-122.0073,38.196633,21
7/7/18 8:00 PM,-121.992299,38.2094,22
7/8/18 4:02 PM,-122.0045,38.189033,23
7/8/18 5:00 PM,-122.001583,38.191749,24
7/8/18 6:00 PM,-122.005716,38.198116,25
7/8/18 7:00 PM,-122.002666,38.203916,26
7/8/18 9:00 PM,-122.008966,38.198766,27
7/8/18 10:00 PM,-122.011633,38.196316,28
7/8/18 11:00 PM,-122.028549,38.197883,29
7/9/18 12:01 AM,-121.990466,38.211566,30
7/9/18 1:01 AM,-121.999666,38.210266,31
7/9/18 2:00 AM,-121.993949,38.209833,32
7/9/18 3:00 AM,-121.984566,38.206083,33
7/9/18 4:00 AM,-122.000916,38.193616,34
7/9/18 12:02 PM,-122.0009,38.193683,35
7/9/18 1:00 PM,-122.000033,38.195166,36
7/9/18 2:00 PM,-121.999149,38.190816,37
7/9/18 3:00 PM,-121.999183,38.193733,38
7/9/18 4:02 PM,-121.992016,38.208716,39
7/9/18 5:00 PM,-121.997616,38.193849,40
7/9/18 6:00 PM,-121.997483,38.193566,41
7/9/18 7:00 PM,-121.997266,38.193866,42
7/9/18 8:02 PM,-122.0036,38.194683,43
7/9/18 9:00 PM,-122.014933,38.194349,44
7/9/18 10:00 PM,-122.004666,38.189899,45
7/9/18 11:00 PM,-121.992433,38.204616,46
7/10/18 12:02 AM,-122.024882,38.20405,47
7/10/18 1:00 AM,-122.011466,38.196616,48
7/10/18 2:00 AM,-122.010466,38.196966,49
7/10/18 3:00 AM,-121.984566,38.20645,50
7/10/18 4:02 AM,-121.997249,38.193799,51
7/10/18 12:00 PM,-121.997183,38.193766,52
7/10/18 1:00 PM,-121.997266,38.193733,53
7/10/18 2:00 PM,-122.000433,38.192366,54
7/10/18 3:02 PM,-122.000866,38.192399,55
7/10/18 4:00 PM,-122.00165,38.192449,56
7/10/18 5:00 PM,-122.012783,38.191333,57
7/10/18 6:00 PM,-122.01355,38.206266,58
7/10/18 7:02 PM,-121.984716,38.20665,59
7/10/18 8:00 PM,-121.996916,38.193799,60
7/10/18 9:00 PM,-121.996899,38.193749,61
7/10/18 10:00 PM,-122.020166,38.191033,62
7/10/18 11:02 PM,-122.011083,38.197083,63
7/11/18 12:00 AM,-122.008966,38.198399,64
7/11/18 1:00 AM,-122.007233,38.197999,65
7/11/18 2:00 AM,-122.005633,38.195616,66
7/11/18 3:02 AM,-122.005716,38.195533,67
