ID,x,y
SIMP02,592919.7505,4218063.827
SIMP02,593028.0404,4218562.668
SIMP02,593064.8713,4218531.573
SIMP02,593064.8079,4218537.121
SIMP02,593044.2324,4218549.869
SIMP02,593047.1255,4218549.902
SIMP02,593066.3617,4218531.59
SIMP02,593438.248,4218215.915
SIMP02,593185.4753,4219614.943
SIMP02,593069.2548,4218531.623
SIMP02,593013.9961,4219407.68
SIMP02,593048.5524,4218555.467
SIMP02,592517.2053,4218632.639
SIMP02,592526.8948,4218682.687
SIMP02,593268.6814,4219491.94
SIMP02,593063.2986,4218546.425
SIMP02,593069.001,4218553.815
SIMP02,593066.4252,4218526.042
SIMP02,593082.7226,4218504.034
SIMP02,593064.8916,4218529.797
SIMP02,593063.4686,4218531.557
SIMP02,593066.382,4218529.814
SIMP02,593064.8916,4218529.797
SIMP02,593038.6461,4219291.44
SIMP02,592891.1905,4218514.829
SIMP02,593038.749,4218646.02
SIMP02,593069.2548,4218531.623
SIMP02,593070.7452,4218531.64
SIMP02,593067.8521,4218531.607
SIMP02,593072.0656,4218546.525
SIMP02,593072.4463,4218513.238
SIMP02,593320.7235,4219418.517
SIMP02,593051.3187,4218566.596
SIMP02,593051.8477,4218520.326
SIMP02,593062.1254,4218518.668
SIMP02,593068.1262,4218507.64
SIMP02,593134.6407,4218441.817
SIMP02,593064.8713,4218531.573
SIMP02,593067.8521,4218531.607
SIMP02,593066.3617,4218531.59
SIMP02,593069.3602,4218522.413
SIMP02,592911.2375,4218548.35
SIMP02,593154.6731,4218223.762
SIMP02,593087.9187,4218563.353
SIMP02,593222.4082,4218686.963
SIMP02,592914.8093,4218750.029
SIMP02,593389.6517,4219141.985
SIMP02,593396.5838,4219042.189
SIMP02,593083.1237,4218468.971
SIMP02,593042.0227,4218612.766
SIMP02,593060.064,4218568.583
SIMP02,593058.6301,4218440.947
SIMP02,593086.8235,4219042.301
SIMP02,593047.0836,4218553.564
SIMP02,593044.7138,4219021.511
SIMP02,593066.3617,4218531.59
SIMP02,592865.1161,4219132.319
SIMP02,593072.2559,4218529.882
SIMP02,593066.3186,4218535.362
SIMP02,593042.7001,4218553.514
SIMP02,593050.0644,4218553.598
SIMP02,593416.566,4219088.694
SIMP02,593417.9483,4219090.485
SIMP02,593089.2619,4218576.241
SIMP02,592750.5999,4219310.346
SIMP02,593225.3779,4219323.097
SIMP02,592978.7446,4218656.432
SIMP02,592909.6328,4218435.472
SIMP02,593063.4686,4218531.557
SIMP02,593155.3558,4218286.691
SIMP02,593119.4134,4218240.004
SIMP02,593018.6393,4218618.047
SIMP02,593064.8498,4218533.459
SIMP02,593210.2208,4218350.13
SIMP02,593044.2108,4218551.756
SIMP02,593050.1278,4218548.05
SIMP02,593045.6809,4218553.548
SIMP02,593042.9323,4218533.208
SIMP02,593552.4899,4219215.989
SIMP02,593561.4054,4219203.107
SIMP02,593053.0412,4218546.308
SIMP02,592957.6586,4219473.62
SIMP02,593014.1083,4218370.081
SIMP02,593059.7671,4219491.434
SIMP02,593155.8814,4218501.209
SIMP02,593066.3617,4218531.59
SIMP02,593066.3617,4218531.59
SIMP02,593064.9767,4218522.363
SIMP02,593066.3401,4218533.476
SIMP02,593067.8521,4218531.607
SIMP02,593070.7871,4218527.978
SIMP02,593083.4922,4219846.82
SIMP02,593050.0847,4218551.823
SIMP02,593252.2516,4218890.719
SIMP02,593050.1063,4218549.936
SIMP02,593436.5306,4219381.006
SIMP02,593432.275,4219369.859
SIMP02,593009.7748,4219010.014
SIMP02,593066.2767,4218539.024
SIMP02,593080.7056,4218557.722
SIMP02,593248.4221,4218459.766
SIMP02,593065.0617,4218514.929
SIMP02,593176.1468,4218262.848
SIMP02,593036.0894,4218625.571
SIMP02,592973.885,4218567.598
SIMP02,593149.1604,4218575.151
SIMP02,593048.6159,4218549.919
SIMP02,593030.775,4218446.177
SIMP02,593212.3354,4218930.989
SIMP02,592950.4773,4219334.822
SIMP02,593049.9596,4219199.129
SIMP02,592905.3339,4218681.45
SIMP02,593459.5957,4219410.9
SIMP02,593478.8947,4219387.041
SIMP02,593102.3056,4218585.712
SIMP02,593054.2778,4218568.517
SIMP02,592867.0354,4218710.643
SIMP02,593025.567,4218518.25
SIMP02,593030.4896,4218601.537
SIMP02,593001.2112,4218347.739
SIMP02,593090.9754,4218426.447
SIMP02,593161.8322,4218747.305
SIMP02,593212.168,4218562.888
SIMP02,593317.2098,4219342.682
SIMP02,593466.4428,4219196.467
SIMP02,593076.2074,4218437.375
SIMP02,593194.4354,4218832.683
SIMP02,592806.6205,4218241.98
SIMP02,592990.8376,4218488.224
SIMP02,593464.0425,4219405.403
SIMP02,593480.2973,4219387.057
SIMP02,593058.7882,4218557.471
SIMP02,593050.8846,4219631.824
SIMP02,593127.3973,4218308.566
SIMP02,593088.0298,4218300.68
SIMP02,593047.1255,4218549.902
SIMP02,592971.5921,4218637.818
SIMP02,593074.7589,4218433.696
SIMP02,593121.4266,4218447.214
SIMP02,593119.9159,4218448.972
SIMP02,592771.972,4218589.264
SIMP02,592971.0134,4218565.678
SIMP02,593233.9865,4218311.562
SIMP02,593121.0254,4218482.277
SIMP02,592986.9086,4218578.844
SIMP02,592955.0939,4218546.964
SIMP02,593456.6175,4219418.301
SIMP02,593475.7013,4219405.537
SIMP02,593059.4023,4218503.767
SIMP02,593051.2133,4218575.806
SIMP02,593133.4259,4218417.722
SIMP02,592995.8023,4218567.848
SIMP02,593119.7586,4218332.449
SIMP02,593032.8045,4218529.43
SIMP02,592965.0977,4218569.273
SIMP02,593100.574,4218476.494
SIMP02,593155.3153,4218673.211
SIMP02,592959.2676,4218826.331
SIMP02,593069.2333,4218533.509
SIMP02,593088.2268,4218406.107
SIMP02,593045.6809,4218553.548
SIMP02,593206.6321,4218916.053
SIMP02,592964.379,4218632.187
SIMP02,593570.1272,4219077.475
SIMP02,593620.1098,4219053.968
SIMP02,593057.4463,4218544.472
SIMP02,592919.7085,4218320.951
SIMP02,593280.9501,4218804.156
SIMP02,592994.2067,4218577.041
SIMP02,592955.4106,4219033.474
SIMP02,593207.0278,4218368.626
SIMP02,592992.719,4218584.459
SIMP02,592908.9787,4218746.189
SIMP02,593036.0462,4218629.343
SIMP02,593145.7846,4218356.828
SIMP02,593148.294,4219033.794
SIMP02,593087.708,4218581.772
SIMP02,593245.2044,4218357.966
SIMP02,593033.5961,4219480.037
SIMP02,593168.6426,4219553.715
SIMP02,593535.2769,4219310.007
SIMP02,593541.1502,4219310.075
SIMP02,593022.0829,4218569.924
SIMP02,593084.1914,4218505.937
SIMP02,592997.7581,4218527.143
SIMP02,593069.8462,4218479.916
SIMP02,592951.808,4218450.824
SIMP02,592989.2527,4218626.922
SIMP02,592978.2266,4218571.309
SIMP02,593216.9604,4218266.978
SIMP02,593355.6367,4218155.818
SIMP02,592947.6057,4218565.411
SIMP02,593087.7283,4218579.997
SIMP02,593084.8352,4218579.963
SIMP02,593257.1176,4219231.13
SIMP02,593070.1431,4218453.952
SIMP02,593084.8352,4218579.963
SIMP02,592955.0326,4218813.299
SIMP02,593015.8488,4218601.369
SIMP02,593107.9586,4218474.803
SIMP02,593115.6827,4218818.909
SIMP02,593143.1826,4218967.151
SIMP02,592848.9751,4218756.602
SIMP02,592888.9536,4218964.245
SIMP02,593090.6011,4218581.805
SIMP02,592956.5412,4218550.754
SIMP02,593455.8079,4219359.032
SIMP02,593484.0427,4219320.516
SIMP02,592906.676,4218694.449
SIMP02,593077.7464,4218555.801
SIMP02,593077.3441,4218590.975
SIMP02,593066.382,4218529.814
SIMP02,593081.69,4218341.335
SIMP02,592636.3037,4218822.648
SIMP02,593196.5617,4218011.505
SIMP02,593393.4302,4218171.011
SIMP02,593179.8533,4218322.039
SIMP02,592832.7146,4218514.162
SIMP02,592924.9093,4219147.761
SIMP02,592900.9196,4218561.216
SIMP02,593074.6739,4218441.131
SIMP02,593095.0049,4218580.08
SIMP02,592920.7137,4218363.466
SIMP02,592859.9675,4217793.147
SIMP02,592851.3479,4217780.065
SIMP02,592919.0667,4218507.712
SIMP02,592859.1322,4218381.295
SIMP02,593090.5376,4218587.353
SIMP02,592933.81,4218491.234
SIMP02,592875.2735,4218503.55
SIMP02,592820.9279,4218525.124
SIMP02,592892.627,4218642.464
SIMP02,593098.4537,4218278.605
SIMP02,592908.0993,4218439.227
SIMP02,592906.7274,4218559.396
SIMP02,592899.5478,4218681.384
SIMP02,593111.2758,4218437.776
SIMP02,592988.8104,4218412.406
SIMP02,592758.8848,4218198.933
SIMP02,593072.1722,4218537.205
SIMP02,593455.7863,4219360.919
SIMP02,593474.8941,4219353.703
SIMP02,593068.1437,4218759.105
SIMP02,593038.9983,4219137.968
SIMP02,593058.3201,4219487.644
SIMP02,592886.4191,4218679.348
SIMP02,593216.452,4218311.361
SIMP02,592823.9058,4218517.723
SIMP02,592821.0329,4218515.915
SIMP02,593060.9774,4218235.674
SIMP02,592946.7187,4218389.73
SIMP02,592893.864,4218664.673
SIMP02,593341.9567,4218836.261
SIMP02,592823.8425,4218523.271
SIMP02,592969.5649,4218562
SIMP02,592981.0981,4218573.229
SIMP02,592977.2015,4218530.571
SIMP02,592858.5821,4217783.921
SIMP02,592869.01,4217769.169
SIMP02,593089.2187,4218580.014
SIMP02,593061.6179,4218563.052
SIMP02,593261.4527,4219105.336
SIMP02,593144.3099,4218232.854
SIMP02,593154.4826,4218240.405
SIMP02,593151.764,4218347.685
SIMP02,593351.463,4218649.602
SIMP02,592908.8795,4218117.414
SIMP02,592982.7596,4218305.026
SIMP02,593481.7551,4218756.522
SIMP02,592938.9868,4218298.977
SIMP02,593453.0426,4219347.903
SIMP02,593569.6612,4219247.592
SIMP02,592941.0045,4218506.187
SIMP02,593013.6964,4218536.536
SIMP02,593086.4918,4218557.788
SIMP02,593207.7903,4218302.051
SIMP02,592976.8006,4218312.393
SIMP02,592944.4982,4218323.121
SIMP02,593007.603,4218432.929
SIMP02,592990.0998,4218299.561
SIMP02,592991.6321,4218295.916
SIMP02,592957.6412,4218968.691
SIMP02,593064.9132,4218527.911
SIMP02,593440.9136,4219381.056
SIMP02,593470.3619,4219366.635
SIMP02,593089.0283,4218596.657
SIMP02,593093.5184,4218587.387
SIMP02,593160.0334,4219287.28
SIMP02,593092.5776,4218539.325
SIMP02,593102.0644,4218476.512
SIMP02,593130.8619,4218258.668
SIMP02,592947.868,4218411.938
SIMP02,593148.5534,4218375.392
SIMP02,592633.2427,4218837.373
SIMP02,592959.0031,4218719.017
SIMP02,593072.2356,4218531.657
SIMP02,593284.928,4218717.198
SIMP02,593250.475,4219168.132
SIMP02,593400.9718,4218407.804
SIMP02,593057.0273,4218328.069
SIMP02,593454.2743,4219362.788
SIMP02,593452.8934,4219360.885
SIMP02,593142.5278,4219407.264
SIMP02,593057.6366,4218527.828
SIMP02,592691.3695,4218991.621
SIMP02,592530.9054,4218453.351
SIMP02,593016.79,4218649.431
SIMP02,592979.1664,4218358.585
SIMP02,592951.7368,4219101.792
SIMP02,592944.3194,4218722.623
SIMP02,592972.4271,4218695.2
SIMP02,593018.7874,4218344.278
SIMP02,593015.4399,4218253.575
SIMP02,592681.4531,4218969.314
SIMP02,592878.04,4218514.679
SIMP02,593020.3947,4218464.48
SIMP02,592947.8591,4218543.219
SIMP02,593458.6791,4219360.952
SIMP02,593458.6574,4219362.838
SIMP02,592945.0179,4218408.132
SIMP02,592987.0461,4218436.356
SIMP02,592921.6515,4218404.203
SIMP02,593082.2611,4218291.404
SIMP02,592569.5161,4219175.116
SIMP02,592772.588,4218789.022
SIMP02,592837.5758,4218602.996
SIMP02,592807.3587,4218815.387
SIMP02,592781.4597,4218779.913
SIMP02,593472.9854,4218626.915
SIMP02,593162.2338,4218329.273
SIMP02,592777.4887,4218236.099
SIMP02,593389.8333,4218866.44
SIMP02,593568.8867,4218293.211
SIMP02,592965.2245,4218558.177
SIMP02,593448.5104,4219360.835
SIMP02,593513.1906,4219324.624
SIMP02,592916.2363,4218755.594
SIMP02,593053.2747,4218525.891
SIMP02,593037.8021,4218214.99
SIMP02,593083.2179,4218591.042
SIMP02,593132.7824,4218343.695
SIMP02,592566.7556,4218901.424
SIMP02,592907.7948,4218343.01
SIMP02,592907.7948,4218343.01
SIMP02,593043.9368,4218575.723
SIMP02,592975.205,4218321.585
SIMP02,592989.8232,4218576.991
SIMP02,593290.3417,4217984.837
SIMP02,592491.5378,4219216.842
SIMP02,592980.9713,4218584.325
SIMP02,592939.1467,4218668.852
SIMP02,593444.0853,4219364.446
SIMP02,593585.1929,4219292.16
SIMP02,593034.06,4218542.318
SIMP02,592774.8741,4218465.451
SIMP02,592936.7478,4218495.041
SIMP02,593073.8921,4218509.481
SIMP02,592949.148,4218430.374
SIMP02,592931.9638,4218530.054
SIMP02,592920.1006,4218417.17
SIMP02,592986.9517,4218575.071
SIMP02,593301.1551,4218571.343
SIMP02,592985.4613,4218575.054
SIMP02,593137.1025,4218349.293
SIMP02,592991.292,4218578.894
SIMP02,593434.8094,4219408.729
SIMP02,593446.018,4219318.304
SIMP02,593083.2611,4218587.27
SIMP02,593086.2176,4218581.755
SIMP02,593085.0472,4218561.433
SIMP02,593119.1506,4218132.69
SIMP02,593070.7655,4218529.865
SIMP02,593468.7467,4218484.488
SIMP02,593156.2563,4219104.131
SIMP02,592756.8886,4218627.932
SIMP02,593071.242,4218357.861
SIMP02,592822.0386,4218558.429
SIMP02,592860.4844,4218516.365
SIMP02,592901.026,4218551.895
SIMP02,593084.7934,4218583.625
SIMP02,593056.5269,4218494.523
SIMP02,593183.106,4218290.671
SIMP02,593399.0867,4219465.692
SIMP02,593414.8953,4219486.182
SIMP02,593017.0042,4218377.549
SIMP02,593056.4634,4218500.071
SIMP02,593095.3654,4218548.567
SIMP02,592635.6315,4217857.175
SIMP02,592946.2182,4217788.583
SIMP02,593218.5,4219280.626
SIMP02,592588.7352,4218896.126
SIMP02,592629.1743,4218293.558
SIMP02,592916.3504,4218361.64
SIMP02,592444.5187,4219373.446
SIMP02,592916.3504,4218361.64
SIMP02,592934.033,4218348.858
SIMP02,593153.2378,4218088.691
SIMP02,593473.0737,4218748.987
SIMP02,593181.208,4218586.615
SIMP02,593393.3192,4219456.415
SIMP02,593219.2071,4219348.994
SIMP02,593291.5467,4218774.647
SIMP02,593428.0196,4218472.923
SIMP02,593117.5375,4219553.13
SIMP02,593018.893,4218595.855
SIMP02,593179.8586,4218444.11
SIMP02,593025.6203,4218643.984
SIMP02,593682.4583,4218078.119
SIMP02,592567.584,4219213.934
SIMP02,592515.1322,4218560.483
SIMP02,592963.7759,4218554.498
SIMP02,592986.9517,4218575.071
SIMP02,593309.1917,4218382.781
SIMP02,593288.8075,4218378.774
SIMP02,593134.2394,4218476.88
SIMP02,592652.0853,4218591.671
SIMP02,593452.8718,4219362.772
SIMP02,593480.616,4219359.317
SIMP02,593001.3591,4218595.655
SIMP02,593087.4653,4218472.682
SIMP02,592652.1446,4218201.379
SIMP02,592649.6087,4218685.97
SIMP02,593192.0345,4218146.508
SIMP02,592916.3302,4218363.416
SIMP02,592787.0262,4218291.694
SIMP02,592985.9063,4218282.867
SIMP02,592987.4602,4218277.336
SIMP02,593077.6452,4218311.659
SIMP02,593510.2772,4218052.169
SIMP02,592795.5695,4218572.887
SIMP02,592804.4199,4218565.663
SIMP02,593070.3119,4218439.194
SIMP02,593125.3873,4218484.214
SIMP02,593451.4032,4219360.868
SIMP02,593457.0853,4219377.58
SIMP02,593118.4558,4218576.575
SIMP02,592952.4961,4218521.078
SIMP02,593082.0814,4218437.442
SIMP02,592668.5839,4218297.78
SIMP02,592944.6468,4217803.325
SIMP02,592851.7605,4218512.492
SIMP02,592886.5955,4218533.309
SIMP02,593157.5783,4218092.514
SIMP02,593002.204,4218260.858
SIMP02,593002.204,4218260.858
SIMP02,592873.445,4218533.159
SIMP02,592590.1941,4219153.156
SIMP02,592875.1681,4217867.34
SIMP02,592815.6235,4218475.126
SIMP02,592751.9719,4218420.8
SIMP02,593388.8305,4219465.575
SIMP02,593448.9991,4219440.409
SIMP02,592842.7871,4218146.179
SIMP02,592748.0468,4218511.31
SIMP02,593262.9551,4218461.708
SIMP02,593072.3315,4218392.941
SIMP02,593074.9277,4218418.939
SIMP02,592908.8093,4218507.595
SIMP02,592895.194,4218548.167
SIMP02,592828.3311,4218514.112
SIMP02,592803.0358,4218556.326
SIMP02,593090.6011,4218581.805
SIMP02,592700.4318,4218965.757
SIMP02,593501.73,4218414.51
SIMP02,593617.5966,4218129.197
SIMP02,593226.2851,4218348.539
SIMP02,592988.8535,4218408.633
SIMP02,593452.8718,4219362.772
SIMP02,593489.3183,4219364.966
SIMP02,593056.9004,4218339.165
SIMP02,593416.3816,4217829.144
SIMP02,593453.7943,4217877.625
SIMP02,592878.8123,4218577.609
SIMP02,592817.5918,4218563.927
SIMP02,592896.4404,4218692.446
SIMP02,592754.0516,4218753.743
SIMP02,592737.3523,4218418.747
SIMP02,593301.4095,4218549.152
SIMP02,592681.8781,4218416.229
SIMP02,593490.3307,4217750.425
SIMP02,592630.3604,4218066.077
SIMP02,592522.1667,4218196.238
SIMP02,592849.7637,4218556.859
SIMP02,592804.9261,4218521.28
SIMP02,593053.5703,4218500.038
SIMP02,592748.9639,4218553.934
SIMP02,592874.3655,4218583.107
SIMP02,592761.4402,4218613.225
SIMP02,593086.2379,4218579.979
SIMP02,593086.2595,4218578.093
SIMP02,592860.7807,4218490.401
SIMP02,592980.3184,4218388.228
SIMP02,593289.5786,4218051.412
SIMP02,592989.8462,4218321.753
SIMP02,593031.3599,4218272.289
SIMP02,593476.5669,4217933.373
SIMP02,593546.2834,4217971.128
SIMP02,593433.3192,4219408.712
SIMP02,593456.2147,4219453.364
SIMP02,593230.6363,4217716.041
SIMP02,593413.8874,4217664.431
SIMP02,593043.298,4217734.206
SIMP02,593366.3719,4217854.427
SIMP02,593152.4903,4218031.42
SIMP02,593093.8162,4218300.747
SIMP02,592917.6265,4218372.752
SIMP02,592919.2651,4218359.787
SIMP02,592757.5094,4218450.382
SIMP02,592590.9447,4218701.948
SIMP02,592484.0656,4219488.531
SIMP02,592927.6855,4218520.794
SIMP02,592964.4515,4218495.357
SIMP02,592788.594,4218415.669
SIMP02,593473.3344,4218085.036
SIMP02,593469.0144,4218079.438
SIMP02,593060.1636,4218437.192
SIMP02,592949.2646,4218550.671
SIMP02,593049.1724,4217734.273
SIMP02,593008.3423,4218368.24
SIMP02,592943.3907,4218550.603
SIMP02,592592.9539,4218779.652
SIMP02,592587.2525,4218772.152
SIMP02,592823.8628,4218521.496
SIMP02,592693.0127,4218847.375
SIMP02,592971.6339,4218634.156
SIMP02,592929.7032,4218728.004
SIMP02,593442.6588,4219358.881
SIMP02,593458.5733,4219370.161
SIMP02,592956.3092,4218571.059
SIMP02,593093.9955,4218415.384
SIMP02,593063.5739,4218522.347
SIMP02,593570.7573,4218008.475
SIMP02,593558.7584,4218411.503
SIMP02,592798.5538,4218434.204
SIMP02,593566.2924,4218396.83
SIMP02,593509.3892,4218381.306
SIMP02,593511.6158,4217935.662
SIMP02,592983.4665,4218626.856
SIMP02,593121.1092,4218474.954
SIMP02,593786.4957,4218181.08
SIMP02,593119.6404,4218473.05
SIMP02,593131.3006,4218473.184
SIMP02,593126.2402,4218532.275
SIMP02,593435.4033,4219357.022
SIMP02,593473.2547,4219366.668
SIMP02,593104.6401,4218504.284
SIMP02,593045.7763,4218414.832
SIMP02,593068.7891,4218572.345
SIMP02,592998.6479,4217681.871
SIMP02,593581.4818,4217838.365
SIMP02,593075.4244,4218505.837
SIMP02,593084.8352,4218579.963
SIMP02,593087.7499,4218578.11
SIMP02,592981.1736,4218697.076
SIMP02,593089.2187,4218580.014
SIMP02,592867.541,4218412.797
SIMP02,592991.2718,4218580.669
SIMP02,593299.4809,4218717.365
SIMP02,593225.6496,4218404.018
SIMP02,592957.9897,4218554.432
SIMP02,593423.7204,4219351.34
SIMP02,593484.7007,4219385.332
SIMP02,593258.8513,4217671.975
SIMP02,593008.8155,4218449.588
SIMP02,592856.2995,4218368.279
SIMP02,593211.4749,4218363.129
SIMP02,592901.0678,4218548.234
SIMP02,592924.4638,4218418.995
SIMP02,592922.9734,4218418.978
SIMP02,593359.1313,4217721.176
SIMP02,593188.1249,4218235.242
SIMP02,592932.2679,4218626.271
SIMP02,593578.4427,4218354.356
SIMP02,593087.708,4218581.772
SIMP02,593928.4287,4218290.028
SIMP02,593195.389,4218366.606
SIMP02,593084.9419,4218570.643
SIMP02,593439.766,4219358.848
SIMP02,593455.6805,4219370.128
SIMP02,592976.4827,4218593.484
SIMP02,592805.2114,4218619.272
SIMP02,592845.1688,4218575.339
SIMP02,592629.2503,4218548.797
SIMP02,592950.9641,4218271.37
SIMP02,593523.2763,4217813.725
SIMP02,593557.3271,4217902.895
SIMP02,593561.7543,4217899.173
SIMP02,593014.5647,4218207.4
SIMP02,592673.1944,4218408.806
SIMP02,592706.0987,4218468.329
SIMP02,593174.8685,4218244.301
SIMP02,593086.1961,4218583.641
SIMP02,593937.0038,4218306.773
SIMP02,593426.5458,4217577.684
SIMP02,593452.8718,4219362.772
SIMP02,593459.9564,4219379.499
SIMP02,593085.4914,4218522.598
SIMP02,592641.4061,4218251.195
SIMP02,593004.138,4217707.901
SIMP02,593007.2041,4217700.501
SIMP02,592829.7797,4218517.79
SIMP02,593153.0951,4217848.321
SIMP02,592713.6006,4218194.644
SIMP02,593307.7083,4218512.159
SIMP02,593422.6597,4217794.038
SIMP02,592732.3944,4218599.91
SIMP02,592493.0272,4218445.596
SIMP02,592613.9601,4218474.715
SIMP02,592831.3796,4218123.854
SIMP02,593020.6515,4219078.609
SIMP02,593598.9086,4217718.381
SIMP02,593448.5741,4219355.287
SIMP02,593472.936,4219394.408
SIMP02,598880.4468,4218594.61
SIMP02,598693.1768,4218614.532
SIMP02,597718.6224,4218961.665
SIMP02,592835.6084,4217876.099
SIMP02,593420.3574,4217734.862
SIMP02,592730.9243,4218598.117
SIMP02,593558.4395,4218439.243
SIMP02,592814.7591,4218550.911
SIMP02,592809.0671,4218665.592
SIMP02,593038.9564,4217991.281
SIMP02,593529.6611,4217891.48
SIMP02,593734.616,4218117.56
SIMP02,593320.5194,4218029.572
SIMP02,593609.49,4218452.814
SIMP02,592896.187,4218714.638
SIMP02,592647.8953,4218066.277
SIMP02,592659.3236,4218086.826
SIMP02,593054.5316,4218546.325
SIMP02,593027.9567,4218569.991
SIMP02,593447.307,4217938.586
SIMP02,593257.3849,4217677.507
SIMP02,593630.4708,4218153.427
