event-id,visible,timestamp,location-long,location-lat,acceleration-x,acceleration-y,acceleration-z,gps:activity-count,comments,external-temperature,gps:satellite-count,ground-speed,gsm:gsm-signal-strength,height-above-ellipsoid,import-marked-outlier,tag-voltage,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
6790577674,true,2018-07-30 01:13:00.000,-121.877649,38.118799,,,,,"SIMP02",30.0,,,,,false,4090.0,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871777,true,2018-07-30 13:10:00.000,-121.874432,38.121266,,,,,"SIMP02",14.0,,,,,false,3830.0,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871778,true,2018-07-30 14:00:00.000,-121.874449,38.121249,,,,,"SIMP02",16.0,,,,,false,3830.0,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871779,true,2018-07-30 15:00:00.000,-121.874916,38.121582,,,,,"SIMP02",19.0,,,,,false,3830.0,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871780,true,2018-07-30 16:00:00.000,-121.874616,38.121532,,,,,"SIMP02",26.0,,,,,false,3830.0,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871765,true,2018-07-30 17:02:00.000,-121.874382,38.122599,,,,,"SIMP02",33.0,,,,,false,4030.0000000000005,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871766,true,2018-07-30 18:00:00.000,-121.874532,38.117516,,,,,"SIMP02",28.0,,,,,false,4030.0000000000005,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871767,true,2018-07-30 19:00:00.000,-121.893299,38.118532,,,,,"SIMP02",35.0,,,,,false,4030.0000000000005,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871768,true,2018-07-30 20:00:00.000,-121.893166,38.118599,,,,,"SIMP02",35.0,,,,,false,4030.0000000000005,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871753,true,2018-07-30 21:02:00.000,-121.893849,38.118782,,,,,"SIMP02",33.0,,,,,false,4080.0,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871754,true,2018-07-30 22:00:00.000,-121.893599,38.118282,,,,,"SIMP02",35.0,,,,,false,4080.0,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871755,true,2018-07-30 23:00:00.000,-121.893449,38.118582,,,,,"SIMP02",33.0,,,,,false,4080.0,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871756,true,2018-07-31 00:01:00.000,-121.893699,38.118616,,,,,"SIMP02",31.0,,,,,false,4080.0,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871773,true,2018-07-31 01:02:00.000,-121.893599,38.118582,,,,,"SIMP02",31.0,,,,,false,4059.9999999999995,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871774,true,2018-07-31 02:00:00.000,-121.877566,38.119549,,,,,"SIMP02",27.0,,,,,false,4059.9999999999995,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871775,true,2018-07-31 03:00:00.000,-121.877982,38.117816,,,,,"SIMP02",23.0,,,,,false,4059.9999999999995,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
6818871776,true,2018-07-31 04:00:00.000,-121.879116,38.108716,,,,,"SIMP02",21.0,,,,,false,4059.9999999999995,"gps","Circus cyaneus","48531033701","SIMP 02","Northern Harrier (Breeding), Suisun Marsh"
