event-id,visible,timestamp,location-long,location-lat,acceleration-x,acceleration-y,acceleration-z,gps:activity-count,comments,external-temperature,gps:satellite-count,ground-speed,gsm:gsm-signal-strength,height-above-ellipsoid,import-marked-outlier,tag-voltage,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
6188297580,true,2018-06-04 01:06:00.000,-122.010616,38.235916,,,,,"SIMP01",36.0,,,,,false,3980.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6188297581,true,2018-06-04 02:00:00.000,-122.01435,38.237016,,,,,"SIMP01",29.0,,,,,false,3980.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6188297582,true,2018-06-04 03:00:00.000,-122.014316,38.237233,,,,,"SIMP01",27.0,,,,,false,3980.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6188297583,true,2018-06-04 04:00:00.000,-122.01435,38.237666,,,,,"SIMP01",24.0,,,,,false,3980.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6188297576,true,2018-06-04 12:02:00.000,-122.01455,38.236533,,,,,"SIMP01",20.0,,,,,false,3960.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6188297577,true,2018-06-04 13:00:00.000,-122.01125,38.236716,,,,,"SIMP01",22.0,,,,,false,3960.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6188297578,true,2018-06-04 14:00:00.000,-122.014983,38.236683,,,,,"SIMP01",22.0,,,,,false,3960.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6188297579,true,2018-06-04 15:00:00.000,-122.011583,38.236983,,,,,"SIMP01",29.0,,,,,false,3960.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6188297568,true,2018-06-04 16:02:00.000,-122.011266,38.236983,,,,,"SIMP01",50.0,,,,,false,4030.0000000000005,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6188297569,true,2018-06-04 17:00:00.000,-122.01125,38.237016,,,,,"SIMP01",39.0,,,,,false,4030.0000000000005,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6188297570,true,2018-06-04 18:00:00.000,-122.011233,38.237016,,,,,"SIMP01",65.0,,,,,false,4030.0000000000005,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6188297571,true,2018-06-04 19:00:00.000,-122.011466,38.238199,,,,,"SIMP01",52.0,,,,,false,4030.0000000000005,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6188297572,true,2018-06-04 20:02:00.000,-122.01125,38.236999,,,,,"SIMP01",66.0,,,,,false,4130.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6188297573,true,2018-06-04 21:00:00.000,-122.011266,38.237133,,,,,"SIMP01",72.0,,,,,false,4130.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6188297574,true,2018-06-04 22:00:00.000,-122.011316,38.237099,,,,,"SIMP01",55.0,,,,,false,4130.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6188297575,true,2018-06-04 23:00:00.000,-122.0116,38.237683,,,,,"SIMP01",47.0,,,,,false,4130.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6210605114,true,2018-06-05 23:03:00.000,-122.0108,38.236583,,,,,"SIMP01",53.0,,,,,false,4160.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6210605115,true,2018-06-06 00:00:00.000,-122.011133,38.236466,,,,,"SIMP01",32.0,,,,,false,4160.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6210605116,true,2018-06-06 01:00:00.000,-122.013416,38.238366,,,,,"SIMP01",27.0,,,,,false,4160.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6210605117,true,2018-06-06 02:00:00.000,-122.011133,38.236933,,,,,"SIMP01",26.0,,,,,false,4160.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6210605110,true,2018-06-06 03:03:00.000,-122.01145,38.237099,,,,,"SIMP01",24.0,,,,,false,4090.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6210605111,true,2018-06-06 04:00:00.000,-122.011216,38.237399,,,,,"SIMP01",23.0,,,,,false,4090.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6210605112,true,2018-06-06 12:00:00.000,-122.01125,38.237033,,,,,"SIMP01",22.0,,,,,false,4090.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6210605113,true,2018-06-06 13:00:00.000,-122.011216,38.237049,,,,,"SIMP01",22.0,,,,,false,4090.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6211906404,true,2018-06-06 14:28:00.000,-122.014133,38.230732,,,,,"SIMP01",22.0,,,,,false,3950.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6211906405,true,2018-06-06 15:00:00.000,-122.01335,38.237149,,,,,"SIMP01",33.0,,,,,false,3950.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6211906406,true,2018-06-06 16:00:00.000,-122.01185,38.237199,,,,,"SIMP01",26.0,,,,,false,3950.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6211906407,true,2018-06-06 17:00:00.000,-122.010666,38.236399,,,,,"SIMP01",42.0,,,,,false,3950.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6213184132,true,2018-06-07 02:14:00.000,-122.01115,38.237016,,,,,"SIMP01",21.0,,,,,false,3940.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6213184133,true,2018-06-07 03:00:00.000,-122.0112,38.237183,,,,,"SIMP01",24.0,,,,,false,3940.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6213184134,true,2018-06-07 04:00:00.000,-122.011016,38.237333,,,,,"SIMP01",24.0,,,,,false,3940.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6213184135,true,2018-06-07 12:00:00.000,-122.0112,38.237049,,,,,"SIMP01",24.0,,,,,false,3940.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6213184136,true,2018-06-07 13:03:00.000,-122.0112,38.236999,,,,,"SIMP01",22.0,,,,,false,3920.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6213184137,true,2018-06-07 14:00:00.000,-122.011066,38.236999,,,,,"SIMP01",19.0,,,,,false,3920.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6213184138,true,2018-06-07 15:00:00.000,-122.011066,38.237133,,,,,"SIMP01",28.0,,,,,false,3920.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6213184139,true,2018-06-07 16:01:00.000,-122.011183,38.236999,,,,,"SIMP01",25.0,,,,,false,3920.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6225111280,true,2018-06-07 17:00:00.000,-122.011516,38.236816,,,,,"SIMP01",59.0,,,,,false,4050.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6225111281,true,2018-06-07 18:00:00.000,-122.011766,38.236983,,,,,"SIMP01",32.0,,,,,false,4050.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6225111282,true,2018-06-07 19:00:00.000,-122.011266,38.237033,,,,,"SIMP01",59.0,,,,,false,4050.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6225111283,true,2018-06-07 20:00:00.000,-122.011183,38.236899,,,,,"SIMP01",69.0,,,,,false,4050.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6225111284,true,2018-06-07 21:02:00.000,-122.0116,38.236799,,,,,"SIMP01",53.0,,,,,false,4130.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6225111285,true,2018-06-07 22:00:00.000,-122.011183,38.236999,,,,,"SIMP01",61.0,,,,,false,4130.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6225111286,true,2018-06-07 23:00:00.000,-122.01125,38.236983,,,,,"SIMP01",54.0,,,,,false,4130.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6225111287,true,2018-06-08 00:01:00.000,-122.0112,38.237033,,,,,"SIMP01",35.0,,,,,false,4130.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6225111276,true,2018-06-08 01:02:00.000,-122.012233,38.238266,,,,,"SIMP01",30.0,,,,,false,4100.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6225111277,true,2018-06-08 02:00:00.000,-122.011333,38.237083,,,,,"SIMP01",27.0,,,,,false,4100.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6225111278,true,2018-06-08 03:00:00.000,-122.01125,38.237033,,,,,"SIMP01",26.0,,,,,false,4100.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6225111279,true,2018-06-08 04:00:00.000,-122.0109,38.236799,,,,,"SIMP01",21.0,,,,,false,4100.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6246683530,true,2018-06-09 19:33:00.000,-122.011283,38.237033,,,,,"SIMP01",51.0,,,,,false,3960.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6246683531,true,2018-06-09 20:00:00.000,-122.011266,38.237033,,,,,"SIMP01",67.0,,,,,false,3960.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6246683532,true,2018-06-09 21:00:00.000,-122.011216,38.236933,,,,,"SIMP01",60.0,,,,,false,3960.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6246683533,true,2018-06-09 22:00:00.000,-122.0108,38.236299,,,,,"SIMP01",37.0,,,,,false,3960.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6246683562,true,2018-06-09 23:02:00.000,-122.011233,38.236833,,,,,"SIMP01",38.0,,,,,false,3990.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6246683563,true,2018-06-10 00:00:00.000,-122.011316,38.237333,,,,,"SIMP01",32.0,,,,,false,3990.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6246683564,true,2018-06-10 01:00:00.000,-122.011316,38.236283,,,,,"SIMP01",31.0,,,,,false,3990.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
6246683565,true,2018-06-10 02:00:00.000,-122.0111,38.237083,,,,,"SIMP01",24.0,,,,,false,3990.0,"gps","Circus cyaneus","48531192911","SIMP 01","Northern Harrier (Breeding), Suisun Marsh"
