"","prob.vec","unique.vec"
"1",0.00217544277814939,82
"2",1.39988964382765e-06,81
"3",0.00876006461294929,22
"4",0.0109877166190146,21
"5",0.717093429163015,95
"6",0.172061300648316,71
"7",0.0145019794673425,23
"8",4.30274490774138e-06,31
"9",0.0681059637848485,11
"10",6.69524486956357e-05,52
"11",0.00101349428121434,90
"12",0.0029453117423758,24
"13",0.0022825803981667,41
"14",1.84920764422674e-09,42
"15",5.9572153404988e-08,43
