"","x","y","nlcd_extract_23"
"155",598754.9199,4648552.892,95
"156",598745.3804,4648556.996,95
"157",598769.2315,4648523.861,95
"158",598754.3409,4648549.071,95
"159",598751.4237,4648576.99,95
"160",598668.0015,4648575.406,95
"161",598752.9943,4648554.983,95
"162",598751.8423,4648546.918,95
"163",598749.787,4648558.328,95
"164",598716.0123,4648577.768,95
"165",598751.11,4648554.11,95
"166",598752.9825,4648555.83,95
"167",598751.913,4648541.836,95
"168",598769.7751,4648530.223,95
"169",598684.1574,4648595.541,95
"170",598756.2016,4648551.639,95
"171",598756.1545,4648555.027,95
"172",598755.5578,4648552.477,95
"173",598760.4903,4648561.442,95
"174",598753.0945,4648547.783,95
"175",598757.3714,4648558.433,95
"176",598760.7261,4648544.5,95
"177",598759.3559,4648552.106,95
"178",598756.8396,4648551.224,95
"179",598753.6322,4648554.569,95
"180",598670.1927,4648417.845,95
"181",598761.7661,4648560.613,95
"182",598764.8202,4648568.281,95
"183",598780.6525,4648657.04,95
"184",598758.7534,4648549.98,95
"185",598754.2112,4648558.389,95
"186",598756.1073,4648558.416,95
"187",598753.5143,4648563.04,95
"188",598753.0474,4648551.171,95
"189",598762.8674,4648663.147,95
"190",598751.7597,4648552.848,95
"191",598761.8782,4648552.565,95
"192",598754.9317,4648552.045,95
"193",598753.071,4648549.477,95
"194",598737.164,4648556.881,95
"195",598752.9884,4648555.407,95
"196",598753.6205,4648555.416,95
"197",598750.419,4648558.337,95
"198",598753.6971,4648549.91,95
"199",598753.0179,4648553.289,95
"200",598755.7229,4648540.618,95
"201",598756.8337,4648551.648,95
"202",598753.0238,4648552.866,95
"203",598751.1041,4648554.533,95
"204",598748.629,4648550.686,95
"205",598754.2702,4648554.154,95
"206",598753.0886,4648548.207,95
"207",598747.2471,4648559.14,95
"208",598751.2102,4648546.909,95
"209",598757.3891,4648557.163,95
"210",598748.0206,4648548.983,95
"211",598753.6676,4648552.027,95
"212",598750.5251,4648550.713,95
"213",598751.742,4648554.119,95
"214",598723.5127,4648538.475,95
"215",598751.7126,4648556.236,95
"216",598753.6558,4648552.874,95
"217",598754.8963,4648554.586,95
"218",598758.1567,4648547.43,95
"219",598750.5016,4648552.407,95
"220",598751.742,4648554.119,95
"221",598668.663,4648573.297,95
"222",598749.7634,4648560.022,95
"223",598746.8273,4648543.883,95
"224",598753.0474,4648551.171,95
"225",598757.3584,4648513.952,95
"226",598745.2979,4648562.925,95
"227",598747.7789,4648566.349,95
"228",598834.3135,4648526.038,95
"229",598729.5266,4648560.588,95
"230",598755.4694,4648558.83,95
"231",598747.997,4648550.677,95
"232",598727.2047,4648545.728,95
"233",598754.9022,4648554.163,95
"234",598752.1324,4648571.493,95
"235",598749.1962,4648555.354,95
"236",598754.914,4648553.316,95
"237",598747.306,4648554.904,95
"238",598751.0923,4648555.38,95
"239",598752.9766,4648556.254,95
"240",598753.6263,4648554.992,95
"241",598752.4035,4648552.01,95
"242",598754.2996,4648552.036,95
"243",598753.071,4648549.477,95
"244",598747.9204,4648556.184,95
"245",598757.277,4648565.21,95
"246",598753.5792,4648558.381,95
"247",598750.4957,4648552.83,95
"248",598763.6917,4648558.521,95
"249",598751.0982,4648554.957,95
"250",598761.2579,4648551.709,95
"251",598754.1817,4648560.507,95
"252",598752.953,4648557.948,95
"253",598674.8949,4648579.738,95
"254",598812.2116,4648615.116,95
"255",598754.2761,4648553.73,95
"256",598749.1373,4648559.59,95
"257",598751.0511,4648558.345,95
"258",598754.3055,4648551.613,95
"259",598751.6477,4648560.895,95
"260",598762.5868,4648547.068,95
"261",598753.0002,4648554.56,95
"262",598767.0759,4648542.47,95
"263",598777.9325,4648534.573,95
"264",598813.1133,4648504.985,95
"265",598752.8823,4648563.031,95
"266",598752.6747,4648532.526,95
"267",598758.8713,4648541.509,95
"268",598777.9443,4648533.725,95
"269",598786.9059,4648571.13,95
"270",598754.9788,4648548.656,95
"271",598747.418,4648546.857,95
"272",598752.5627,4648540.574,95
"273",598759.5741,4648536.435,95
"274",598747.9263,4648555.76,95
"275",598753.6381,4648554.145,95
"276",598754.2879,4648552.883,95
"277",598756.1604,4648554.604,95
"278",598761.3405,4648545.78,95
"279",598753.0852,4648639.287,95
"280",598759.3441,4648552.954,95
"281",598758.8064,4648546.168,95
"282",598782.8532,4648544.385,95
"283",598756.1073,4648558.416,95
"284",598754.7902,4648562.21,95
"285",598751.6595,4648560.048,95
"286",598761.8074,4648557.648,95
"287",598758.2098,4648543.618,95
"288",598753.6499,4648553.298,95
"289",598753.0238,4648552.866,95
"290",598751.6182,4648563.013,95
"291",598747.3591,4648551.092,95
"292",598739.6509,4648559.881,95
"293",598751.7538,4648553.272,95
"294",598763.0243,4648561.054,95
"295",598749.9285,4648548.163,95
"296",598747.3473,4648551.939,95
"297",598753.1771,4648541.853,95
"298",598753.6381,4648554.145,95
"299",598753.6205,4648555.416,95
"300",598733.7799,4648572.932,95
"301",598751.11,4648554.11,95
"302",598754.914,4648553.316,95
"303",598761.0516,4648566.534,95
"304",598753.0474,4648551.171,95
"305",598747.9263,4648555.76,95
"306",598758.1036,4648551.242,95
"307",598754.914,4648553.316,95
"308",598770.8622,4648542.947,95
"309",598782.286,4648539.717,95
"310",598752.4035,4648552.01,95
"311",598758.1685,4648546.583,95
"312",598751.2633,4648543.098,95
"313",598752.3623,4648554.975,95
"314",598751.6831,4648558.354,95
"315",598755.5519,4648552.901,95
"316",598756.1427,4648555.874,95
"317",598751.1454,4648551.569,95
"318",598750.5546,4648548.595,95
"319",598752.4094,4648551.586,95
"320",598754.8845,4648555.433,95
"321",598756.184,4648552.91,95
"322",598746.0596,4648553.616,95
"323",598753.7443,4648546.521,95
"324",598760.7969,4648539.418,95
"325",598753.7384,4648546.945,95
"326",598753.6617,4648552.451,95
"327",598750.4898,4648553.254,95
"328",598746.7094,4648552.354,95
"329",598754.282,4648553.307,95
"330",598752.3977,4648552.433,95
"331",598752.4094,4648551.586,95
"332",598759.3618,4648551.683,95
"333",598758.139,4648548.7,95
"334",598754.3232,4648550.342,95
"335",598741.1448,4648543.38,95
"336",598756.1486,4648555.451,95
"337",598753.6617,4648552.451,95
"338",598753.6853,4648550.757,95
"339",598758.7475,4648550.403,95
"340",598752.9707,4648556.678,95
"341",598753.0356,4648552.018,95
"342",598764.4829,4648547.094,95
"343",598789.7535,4648593.622,95
"344",598756.7452,4648558.001,95
"345",598751.1395,4648551.992,95
"346",598756.1309,4648556.722,95
"347",598753.4613,4648566.852,95
"348",598750.478,4648554.101,95
"349",598750.5664,4648547.748,95
"350",598750.702,4648538.006,95
"351",598764.9027,4648562.351,95
"352",598753.6735,4648551.604,95
"353",598753.0474,4648551.171,95
"354",598760.4726,4648562.713,95
"355",598737.7135,4648562.82,95
"356",598752.3977,4648552.433,95
"357",598759.2557,4648559.307,95
"358",598677.2134,4648503.94,95
"359",598757.3714,4648558.433,95
"360",598738.5283,4648549.698,95
"361",598733.0476,4648580.124,95
"362",598741.5588,4648559.06,95
"363",598753.0592,4648550.324,95
"364",598748.1974,4648536.277,95
"365",598757.1108,4648531.741,95
"366",598793.4572,4648600.028,95
"367",598739.6686,4648558.611,95
"368",598747.7966,4648565.078,95
"369",598751.1041,4648554.533,95
"370",598758.139,4648548.7,95
"371",598769.5156,4648548.859,95
"372",598753.0945,4648547.783,95
"373",598752.3682,4648554.551,95
"374",598745.0314,4648536.656,95
"375",598751.0805,4648556.228,95
"376",598746.7094,4648552.354,95
"377",598759.8759,4648560.163,95
"378",598760.5728,4648555.512,95
"379",598770.6794,4648556.077,95
"380",598768.8246,4648553.086,95
"381",598765.4098,4648525.926,95
"382",598751.742,4648554.119,95
"383",598759.2734,4648558.036,95
"384",598754.3468,4648548.648,95
"385",598756.7099,4648560.542,95
"386",598752.9825,4648555.83,95
"387",598752.3387,4648556.669,95
"388",598753.6322,4648554.569,95
"389",598754.4529,4648541.024,95
"390",598753.6853,4648550.757,95
"391",598752.3918,4648552.857,95
"392",598758.0683,4648553.783,95
"393",598758.7534,4648549.98,95
"394",598764.8909,4648563.198,95
"395",598773.8455,4648555.697,95
"396",598753.0415,4648551.595,95
"397",598769.7161,4648534.458,95
"398",598762.6222,4648544.527,95
"399",598783.1511,4648659.193,95
"400",598737.967,4648544.607,95
"401",598744.5598,4648570.54,95
"402",598753.012,4648553.713,95
"403",598758.0034,4648558.442,95
"404",598754.8197,4648560.092,95
"405",598754.9376,4648551.621,95
"406",598749.2729,4648549.848,95
"407",598752.38,4648553.704,95
"408",598754.1287,4648564.319,95
"409",598756.8691,4648549.106,95
"410",598760.6141,4648552.548,95
"411",598793.8927,4648523.357,95
"412",598772.1086,4648544.235,95
"413",598751.8128,4648549.036,95
"414",598750.5016,4648552.407,95
"415",598754.9317,4648552.045,95
"416",598757.4362,4648553.774,95
"417",598753.6499,4648553.298,95
"418",598751.7597,4648552.848,95
"419",598748.5642,4648555.345,95
"420",598754.9317,4648552.045,95
"421",598755.5224,4648555.019,95
"422",598754.69,4648569.41,95
"423",598752.9825,4648555.83,95
"424",598754.9965,4648547.386,95
"425",598755.0201,4648545.692,95
"426",598754.9317,4648552.045,95
"427",598752.9177,4648560.489,95
"428",598758.6472,4648557.604,95
"429",598756.7276,4648559.272,95
"430",598765.4699,4648567.019,95
"431",598754.9258,4648552.468,95
"432",598755.4635,4648559.254,95
"433",598750.3542,4648562.996,95
"434",598758.9078,4648584.296,95
"435",598757.2122,4648569.869,95
"436",598752.4153,4648551.163,95
"437",598756.8985,4648546.989,95
"438",598753.6971,4648549.91,95
"439",598752.4271,4648550.315,95
"440",598754.2761,4648553.73,95
"441",598753.012,4648553.713,95
"442",598753.5615,4648559.651,95
"443",598752.3623,4648554.975,95
"444",598756.2193,4648550.368,95
"445",598783.0655,4648529.137,95
"446",598754.9081,4648553.739,95
"447",598758.6826,4648555.063,95
"448",598750.5133,4648551.56,95
"449",598751.7715,4648552.001,95
"450",598656.9529,4648506.2,95
"451",598750.478,4648554.101,95
"452",598776.2085,4648567.592,95
"453",598751.3163,4648539.286,95
"454",598754.1817,4648560.507,95
"455",598754.7489,4648565.175,95
"456",598756.6627,4648563.931,95
"457",598754.7843,4648562.634,95
"458",598751.8128,4648549.036,95
"459",598753.0297,4648552.442,95
"460",598749.8518,4648553.669,95
"461",598754.1935,4648559.66,95
"462",598764.2471,4648564.036,95
"463",598754.743,4648565.598,95
"464",598751.0923,4648555.38,95
"465",598745.3981,4648555.725,95
"466",598745.5042,4648548.101,95
"467",598751.7951,4648550.307,95
"468",598753.8445,4648539.321,95
"469",598754.4411,4648541.871,95
"470",598761.7956,4648558.495,95
"471",598754.4117,4648543.989,95
"472",598734.0215,4648555.567,95
"473",598761.4112,4648540.697,95
"474",598751.7597,4648552.848,95
"475",598750.4426,4648556.642,95
"476",598754.8786,4648555.857,95
"477",598754.3468,4648548.648,95
"478",598754.8491,4648557.975,95
"479",598758.1095,4648550.818,95
"480",598748.6055,4648552.38,95
"481",598746.0478,4648554.463,95
"482",598749.8165,4648556.21,95
"483",598746.615,4648559.131,95
"484",598734.4826,4648567.858,95
"485",599114.4569,4648609.589,95
"486",598752.2856,4648560.481,95
"487",598785.5887,4648574.924,95
"488",598745.3451,4648559.537,95
"489",598741.4232,4648568.802,95
"490",598756.4669,4648532.579,95
"491",598763.2366,4648545.806,95
"492",598755.5107,4648555.866,95
"493",598763.1717,4648550.465,95
"494",598772.6994,4648547.209,95
"495",598779.9771,4648569.339,95
"496",598754.2407,4648556.272,95
"497",598753.7266,4648547.792,95
"498",598752.4035,4648552.01,95
"499",598753.6676,4648552.027,95
"500",598751.742,4648554.119,95
"501",598754.8963,4648554.586,95
"502",598751.0923,4648555.38,95
"503",598775.7062,4648558.265,95
"504",598752.3328,4648557.092,95
"505",598729.5973,4648555.505,95
"506",598756.2075,4648551.215,95
"507",598750.4603,4648555.372,95
"508",598765.1209,4648546.679,95
"509",598748.5937,4648553.228,95
"510",598756.1545,4648555.027,95
"511",598753.0297,4648552.442,95
"512",598794.7842,4648504.729,95
"513",598838.4826,4648453.655,95
"514",598754.8845,4648555.433,95
"515",598744.0456,4648562.061,95
"516",598765.3449,4648530.585,95
"517",598754.2584,4648555.001,95
"518",598761.9607,4648546.636,95
"519",598738.3456,4648562.828,95
"520",598749.267,4648550.272,95
"521",598755.0378,4648544.421,95
"522",598753.0297,4648552.442,95
"523",598751.742,4648554.119,95
"524",598750.4839,4648553.677,95
"525",598753.0356,4648552.018,95
"526",598749.9049,4648549.857,95
"527",598746.7919,4648546.424,95
"528",598755.4399,4648560.948,95
"529",598754.8963,4648554.586,95
"530",598749.2552,4648551.119,95
"531",598757.3242,4648561.822,95
"532",598757.3478,4648560.128,95
"533",598758.6767,4648555.486,95
"534",598757.4244,4648554.621,95
"535",598670.4412,4648581.794,95
"536",598770.9893,4648670.038,95
"537",598755.493,4648557.136,95
"538",598746.786,4648546.848,95
"539",598719.2137,4648574.848,95
"540",598739.5978,4648563.693,95
"541",598751.7008,4648557.083,95
"542",598744.3581,4648539.612,95
"543",598742.8052,4648560.349,95
"544",598745.292,4648563.349,95
"545",598754.9435,4648551.198,95
"546",598958.6939,4648763.735,95
"547",598773.9881,4648590.861,95
"548",598757.3478,4648560.128,95
"549",598701.4827,4648440.733,95
"550",598748.0724,4648499.843,95
"551",598788.3695,4648511.418,95
"552",598767.7997,4648672.112,95
"553",598754.9435,4648551.198,95
"554",598757.4303,4648554.198,95
"555",598748.6408,4648549.839,95
"556",598756.8573,4648549.954,95
"557",598751.0569,4648557.922,95
"558",598750.9449,4648565.969,95
"559",598753.4554,4648567.275,95
"560",598753.0297,4648552.442,95
"561",598753.7325,4648547.368,95
"562",598761.9725,4648545.788,95
"563",598762.8061,4648576.725,95
"564",598765.6232,4648556.006,95
"565",598759.9467,4648555.08,95
"566",598753.1358,4648544.818,95
"567",598765.2506,4648537.361,95
"568",598767.1113,4648539.929,95
"569",598753.0061,4648554.136,95
"570",598761.8428,4648555.107,95
"571",598751.6949,4648557.507,95
"572",598756.066,4648561.381,95
"573",598755.9128,4648572.393,95
"574",598756.2193,4648550.368,95
"575",598756.2665,4648546.98,95
"576",598751.2751,4648542.25,95
"577",598780.7566,4648558.759,95
"578",598753.6617,4648552.451,95
"579",598753.1299,4648545.242,95
"580",598761.9253,4648549.177,95
"581",598752.3682,4648554.551,95
"582",598757.3596,4648559.28,95
"583",598750.4898,4648553.254,95
"584",598749.1137,4648561.284,95
"585",598768.0923,4648560.277,95
"586",598754.2466,4648555.848,95
"587",598754.9022,4648554.163,95
"588",598763.154,4648551.736,95
"589",598750.5074,4648551.983,95
"590",598755.6345,4648546.971,95
"591",598757.4716,4648551.233,95
"592",598761.2815,4648550.015,95
"593",598747.2883,4648556.175,95
"594",598754.3055,4648551.613,95
"595",598756.2193,4648550.368,95
"596",598754.282,4648553.307,95
"597",598754.0049,4648573.214,95
"598",598751.7126,4648556.236,95
"599",598770.8622,4648542.947,95
"600",598730.0525,4648568.22,95
"601",598749.1903,4648555.778,95
"602",598763.503,4648572.075,95
"603",598745.516,4648547.254,95
"604",598748.8648,4648533.744,95
"605",598742.7403,4648565.008,95
"606",598726.2603,4648568.167,95
"607",598806.5451,4648840.41,95
"608",598754.2584,4648555.001,95
"609",598764.3945,4648553.447,95
"610",598745.8887,4648565.899,95
"611",598751.0923,4648555.38,95
"612",598746.1657,4648545.992,95
"613",598753.1594,4648543.124,95
"614",598747.9557,4648553.642,95
"615",598751.1041,4648554.533,95
"616",598752.9589,4648557.525,95
"617",598748.0501,4648546.866,95
"618",598751.8482,4648546.495,95
"619",598748.5111,4648559.157,95
"620",598756.8455,4648550.801,95
"621",598759.9467,4648555.08,95
"622",598763.7212,4648556.404,95
"623",598753.644,4648553.721,95
"624",598744.9194,4648544.704,95
"625",598741.0034,4648553.546,95
"626",598753.6794,4648551.18,95
"627",598771.2525,4648560.321,95
"628",598760.9042,4648577.122,95
"629",598749.8577,4648553.245,95
"630",598748.5583,4648555.769,95
"631",598758.086,4648552.512,95
"632",598759.4031,4648548.718,95
"633",598810.0071,4648546.457,95
"634",598903.1339,4648441.423,95
"635",598756.8101,4648553.342,95
"636",598749.8518,4648553.669,95
"637",598781.2589,4648568.086,95
"638",598752.3151,4648558.363,95
"639",598754.3173,4648550.765,95
"640",598754.4588,4648540.6,95
"641",598746.0714,4648552.769,95
"642",598764.4829,4648547.094,95
"643",598753.7855,4648543.556,95
"644",598749.1608,4648557.895,95
"645",598752.2562,4648562.598,95
"646",598754.9376,4648551.621,95
"647",598754.335,4648549.495,95
"648",598753.012,4648553.713,95
"649",598753.6028,4648556.686,95
"650",598754.9199,4648552.892,95
"651",598752.492,4648545.656,95
"652",598744.66,4648563.34,95
"653",598758.7239,4648552.098,95
"654",598765.7529,4648546.688,95
"655",598764.4004,4648553.024,95
"656",598757.9386,4648563.101,95
"657",598759.0788,4648572.013,95
"658",598755.921,4648662.627,95
"659",598916.348,4648491.172,95
"660",598745.7708,4648574.37,95
"661",598749.7752,4648559.175,95
"662",598752.3387,4648556.669,95
"663",598752.433,4648549.892,95
"664",598754.1169,4648565.166,95
"665",598747.2294,4648560.41,95
"666",598761.9843,4648544.941,95
"667",598751.7715,4648552.001,95
"668",598733.7019,4648533.11,95
"669",598756.1486,4648555.451,95
"670",598749.8224,4648555.786,95
"671",598760.041,4648548.303,95
"672",598760.2886,4648530.514,95
"673",599023.1847,4648626.954,95
"674",598768.0002,4648657.711,95
"675",598756.2252,4648549.945,95
"676",598864.0304,4648480.276,95
"677",598754.2584,4648555.001,95
"678",598752.3741,4648554.127,95
"679",598762.4571,4648556.386,95
"680",598751.8187,4648548.612,95
"681",598754.3232,4648550.342,95
"682",598758.198,4648544.465,95
"683",598725.3218,4648590.183,95
"684",598753.0533,4648550.748,95
"685",598751.1277,4648552.839,95
"686",598755.5048,4648556.289,95
"687",598754.8432,4648558.398,95
"688",598754.2584,4648555.001,95
"689",598758.0152,4648557.595,95
"690",598756.8337,4648551.648,95
"691",598755.4871,4648557.56,95
"692",598749.2552,4648551.119,95
"693",598724.9182,4648528.327,95
"694",598686.912,4648488.401,95
"695",598754.9258,4648552.468,95
"696",598751.0805,4648556.228,95
"697",598754.2702,4648554.154,95
"698",598755.5165,4648555.442,95
"699",598752.3977,4648552.433,95
"700",598760.8794,4648533.488,95
"701",598713.5283,4648483.688,95
"702",598757.507,4648548.692,95
"703",598749.2434,4648551.966,95
"704",598753.6499,4648553.298,95
"705",598754.8904,4648555.01,95
"706",598778.712,4648523.993,95
"707",598753.0297,4648552.442,95
"708",598777.2415,4648538.799,95
"709",598752.0086,4648580.388,95
"710",598752.4507,4648548.621,95
"711",598572.2269,4648780.383,95
"712",598751.8187,4648548.612,95
"713",598746.7742,4648547.695,95
"714",598748.5524,4648556.192,95
"715",598742.8936,4648553.995,95
"716",598754.9199,4648552.892,95
"717",598759.1024,4648570.319,95
"718",598743.3959,4648563.322,95
"719",598755.4458,4648560.525,95
"720",598744.601,4648567.575,95
"721",598750.5133,4648551.56,95
"722",598750.531,4648550.289,95
"723",598756.2488,4648548.251,95
"724",598755.5991,4648549.512,95
"725",598754.3114,4648551.189,95
"726",598750.6312,4648543.089,95
"727",598744.2284,4648548.93,95
"728",598753.0002,4648554.56,95
"729",598751.1041,4648554.533,95
"730",598756.3962,4648537.662,95
"731",598755.5637,4648552.054,95
"732",598739.6627,4648559.034,95
"733",598753.0415,4648551.595,95
"734",598753.5969,4648557.11,95
"735",598747.1174,4648568.458,95
"736",598857.9874,4648460.281,95
"737",598752.3977,4648552.433,95
"738",598752.4212,4648550.739,95
"739",598754.4411,4648541.871,95
"740",598763.8745,4648545.391,95
"741",598754.8315,4648559.245,95
"742",598737.7902,4648557.314,95
"743",598743.3134,4648569.252,95
"744",598754.8079,4648560.939,95
"745",598757.9739,4648560.56,95
"746",598745.3628,4648558.266,95
"747",598756.2193,4648550.368,95
"748",598747.4357,4648545.586,95
"749",598749.787,4648558.328,95
"750",598749.8283,4648555.363,95
"751",598753.7619,4648545.25,95
"752",598742.5576,4648578.138,95
"753",598748.7705,4648540.521,95
"754",598754.9022,4648554.163,95
"755",598753.5969,4648557.11,95
"756",598754.8904,4648555.01,95
"757",598917.9605,4648466.2,95
"758",598752.9589,4648557.525,95
"759",598756.7983,4648554.189,95
"760",598781.4042,4648466.84,95
"761",598750.531,4648550.289,95
"762",598749.5158,4648577.811,95
"763",598752.4271,4648550.315,95
"764",598752.4153,4648551.163,95
"765",598752.9884,4648555.407,95
"766",598760.732,4648544.077,95
"767",598753.6558,4648552.874,95
"768",598739.8159,4648548.022,95
"769",598940.3183,4648540.224,95
"770",598749.7103,4648563.834,95
"771",598753.0002,4648554.56,95
"772",598763.4323,4648577.158,95
"773",598752.9943,4648554.983,95
"774",599087.383,4648466.023,95
"775",598757.4539,4648552.504,95
"776",598754.2053,4648558.813,95
"777",598788.7548,4648574.545,95
"778",598751.1159,4648553.686,95
"779",598756.3078,4648544.015,95
"780",598753.6971,4648549.91,95
"781",598757.5129,4648548.268,95
"782",598753.6381,4648554.145,95
"783",598742.8759,4648555.266,95
"784",598753.6912,4648550.333,95
"785",598752.3151,4648558.363,95
"786",598759.3913,4648549.565,95
"787",598753.0061,4648554.136,95
"788",598775.6826,4648559.959,95
"789",598761.1931,4648556.368,95
"790",598757.4893,4648549.962,95
"791",598751.0923,4648555.38,95
"792",598756.0543,4648562.228,95
"793",598751.0805,4648556.228,95
"794",599036.0995,4648426.333,95
"795",598745.3392,4648559.96,95
"796",598746.5148,4648566.331,95
"797",598755.0555,4648543.15,95
"798",598749.8636,4648552.822,95
"799",598752.9707,4648556.678,95
"800",598737.7253,4648561.973,95
"801",598750.478,4648554.101,95
"802",598623.8158,4648388.817,95
"803",598744.1105,4648557.401,95
"804",598777.0764,4648550.659,95
"805",598750.5074,4648551.983,95
"806",598755.605,4648549.089,95
"807",598780.5491,4648528.254,95
"808",598762.7519,4648535.208,95
"809",598743.673,4648543.416,95
"810",598753.0474,4648551.171,95
"811",598753.012,4648553.713,95
"812",598753.5556,4648560.075,95
"813",598756.2252,4648549.945,95
"814",598751.6831,4648558.354,95
"815",598753.5379,4648561.345,95
"816",598751.0805,4648556.228,95
"817",598761.2638,4648551.286,95
"818",598754.8079,4648560.939,95
"819",598754.9612,4648549.927,95
"820",598738.7641,4648532.756,95
"821",598754.2171,4648557.966,95
"822",598751.7715,4648552.001,95
"823",598756.7865,4648555.036,95
"824",598761.772,4648560.189,95
"825",598755.5342,4648554.171,95
"826",598754.914,4648553.316,95
