"","prob.vec","unique.vec"
"1",0.000203240038035264,82
"2",0.000763073556469159,81
"3",0.000379447860300777,22
"4",0.00299294892438858,21
"5",0.902491872606027,95
"6",0.0135880724996987,71
"7",0.000108452363027021,23
"8",1.55218685761066e-06,31
"9",0.0673881055569445,11
"10",8.15196003579831e-07,52
"11",0.000333057205903027,90
"12",1.62736551704351e-08,24
"13",0.0117492506305841,41
"14",9.51021057967062e-08,42
"15",0,43
