"","prob.vec","unique.vec"
"1",1.20132142829921e-05,82
"2",0.000482638624952847,81
"3",4.67752798247819e-05,22
"4",0.0294824800412638,21
"5",0.642221963528102,95
"6",0.125553872790101,71
"7",2.66754225591078e-06,23
"8",3.76799430689767e-09,31
"9",0.103026981284993,11
"10",0,52
"11",1.42473770622709e-05,90
"12",1.56812951475542e-07,24
"13",0.0991555605318849,41
"14",6.39204330598945e-07,42
"15",0,43
