"","prob.vec","unique.vec"
"1",0.000671288395820889,82
"2",0.000324777585699343,81
"3",0.0390603137404138,22
"4",0.174241949348836,21
"5",0.646523844260349,95
"6",0.0393561963477135,71
"7",0.00903831678858267,23
"8",9.70108016891149e-09,31
"9",0.0776614922088641,11
"10",0,52
"11",6.72844457813768e-05,90
"12",3.66947260232372e-05,24
"13",0.0130178324481983,41
"14",2.63797103397782e-12,42
"15",0,43
